"","VIN","Price","Year","Make","Model.Group","Model.Detail","Body.Style","Color","Damage.Description","Odometer","Est..Retail.Value","Repair.cost","Engine","Drive","Cylinders","Sale.Status"
"299","2HGFC4B06GH314149",3750,2016,"HONDA","CIVIC LX","CIVIC LX","COUPE","RED","Rear",29857,14562,0,2,"F",4,"Minimum"
"300","WBA8E9C52GK645034",5900,2016,"BMW","3 SERIES","328 I SULE","SEDAN 4D","WHITE","Rear",66901,19617,0,2,"R",4,"Minimum"
"301","JTJBARBZXG2063754",9200,2016,"LEXUS","NX 200T","NX 200T","4DR SPOR","GRAY","Front",48002,28489,0,2,"All",4,"Minimum"
"302","WBAKN9C53GD962363",12500,2016,"BMW","550 I","550 I","SEDAN 4D","CHARCOAL","Front",18761,39008,35491,4.4,"R",8,"Pure"
"303","4T4BF1FK8GR576915",2800,2016,"TOYOTA","CAMRY","Camry LE","SEDAN 4D","WHITE","Rear",45499,15352,25998,2.5,"F",4,"Minimum"
"304","5FNYF5H53GB027641",10200,2016,"HONDA","PILOT EXL","PILOT EXL","4DR SPOR","GRAY","Front",30404,27188,27188,3.5,"F",6,"Pure"
"305","5FNRL5H6XGB011667",4600,2016,"HONDA","ODYSSEY EX","ODYSSEY EX","SPORTS V","CHARCOAL","Rear",33179,26656,9335,3.5,"F",6,"Pure"
"306","19XFC2F78GE055427",3600,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","CHARCOAL","Front",20032,17384,14492,2,"F",4,"Pure"
"307","2T1BURHE1GC630031",3600,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","BLACK","Rear",47370,12130,0,1.8,"F",4,"Minimum"
"308","5N1AT2MV5GC830782",4200,2016,"NISSAN","ROGUE S","ROGUE S","4DR SPOR","BLACK","Front",38736,18000,0,2.5,"All",4,"Pure"
"309","1N4AL3AP3GC256995",3200,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","RED","Side",34793,13789,0,2.5,"F",4,"Minimum"
"310","2HKRM4H5XGH635257",6100,2016,"HONDA","CR-V EX","CR-V EX","4DR SPOR","GRAY","Front",44417,19276,0,2.4,"All",4,"Minimum"
"311","1HGCR2F78GA006136",5500,2016,"HONDA","ACCORD EX","ACCORD EX","SEDAN 4D","GRAY","Front",71950,14254,0,2.4,"F",4,"Minimum"
"312","2HGFC2F76GH500608",3300,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","BLACK","Rear",62076,11252,10405,2,"F",4,"Approval"
"313","2T1BURHEXGC558844",2850,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","BLUE","Side",28218,14698,10437,1.8,"F",4,"Pure"
"314","JN8AF5MR1GT603688",3450,2016,"NISSAN","JUKE S","JUKE S","4DR SPOR","WHITE","Front",45711,15809,13455,1.6,"F",4,"Minimum"
"315","2T1BURHE5GC716555",4550,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","BLUE","Rear",36364,12887,9280,1.8,"F",4,"Pure"
"316","4T1BF1FK2GU135291",3600,2016,"TOYOTA","CAMRY","Camry LE","SEDAN 4D","BLACK","Rear",63612,14523,16883,2.5,"F",4,"Minimum"
"317","1N4AL3AP6GC166661",3350,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","BLUE","Rear",25594,15303,11158,2.5,"F",4,"Pure"
"318","5YFBURHE4GP442541",3600,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","GRAY","Front",73137,12650,0,1.8,"F",4,"Minimum"
"319","2HKRM3H70GH519190",8600,2016,"HONDA","CR-V EXL","CR-V EXL","4DR SPOR","SILVER","Front",7000,23022,16665,2.4,"F",4,"Pure"
"320","4T1BF1FK9GU198565",5500,2016,"TOYOTA","CAMRY","Camry LE","SEDAN 4D","SILVER","Front",23814,16469,19953,2.5,"F",4,"Pure"
"321","3N1AB7AP7GY262359",1800,2016,"NISSAN","SENTRA","SENTRA S","SEDAN 4D","BLUE","Front",51949,11345,10775,1.8,"F",4,"Pure"
"322","2T1BURHE8GC717585",2700,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","SILVER","Front",71161,11448,0,1.8,"F",4,"Approval"
"323","1N4AL3AP6GC143414",3350,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","GRAY","Front",72647,12751,0,2.5,"F",4,"Pure"
"324","3N1AB7AP2GY278646",1000,2016,"NISSAN","SENTRA","SENTRA S","SEDAN 4D","GRAY","Front",47148,12008,0,1.8,"F",4,"Minimum"
"325","3N1CN7AP4GL819631",2100,2016,"NISSAN","VERSA","VERSA S","SEDAN 4D","RED","Front",56045,8519,5314,1.6,"F",4,"Minimum"
"326","KNMAT2MV1GP644122",7300,2016,"NISSAN","ROGUE S","ROGUE S","4DR SPOR","GRAY","Front",24147,19341,19341,2.5,"All",4,"Pure"
"327","JN8AE2KP4G9152630",1900,2016,"NISSAN","QUEST S","QUEST S","SPORTS V","SILVER","ROLLOVER",58810,13666,0,3.5,"F",6,"Minimum"
"328","19XFC1F91GE222061",4900,2016,"HONDA","CIVIC","CIVIC TOUR","SEDAN 4D","BLACK","Front",64992,15198,9839,1.5,"F",4,"Pure"
"329","5J6RM4H58GL105133",7900,2016,"HONDA","CR-V EX","CR-V EX","4DR SPOR","BLUE","Front",48841,19120,11703,2.4,"All",4,"Pure"
"330","3N1AB7AP0GL648912",2900,2016,"NISSAN","SENTRA","SENTRA S","SEDAN 4D","BLACK","Side",60909,10081,9926,1.8,"F",4,"Minimum"
"331","JM1BM1T72G1336376",2750,2016,"MAZDA","3","3 SPORT","SEDAN 4D","BLUE","Front",45085,10843,10089,2,"F",4,"Minimum"
"332","4T1BF1FK1GU614172",4850,2016,"TOYOTA","CAMRY","Camry LE","SEDAN 4D","TAN","Front",35770,14952,15986,2.5,"F",4,"Minimum"
"333","JM1GJ1U52G1424890",3150,2016,"MAZDA","6","6 SPORT","SEDAN 4D","CHARCOAL","Rear",78051,12016,12127,2.5,"F",4,"Pure"
"334","JTJBM7FX5G5126570",17500,2016,"LEXUS","GX","GX","4DR SPOR","WHITE","Front",41660,37606,24748,4.6,"All",8,"Pure"
"335","5YFBURHE2GP514031",4150,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","WHITE","Front",53675,13542,9521,1.8,"F",4,"Pure"
"336","2HGFC2F53GH564135",2950,2016,"HONDA","CIVIC LX","CIVIC LX","SEDAN 4D","GRAY","Front",22079,15077,11383,2,"F",4,"Pure"
"337","4T1BK1EB3GU226065",9100,2016,"TOYOTA","AVALON","AVALON XLE","SEDAN 4D","WHITE","Front",80266,18955,27688,3.5,"F",6,"Pure"
"338","1HGCR2F56GA037383",4600,2016,"HONDA","ACCORD SPO","ACCORD SPO","SEDAN 4D","BLACK","Side",35158,18997,16049,2.4,"F",4,"Pure"
"339","3N1CN7AP2GL900790",1400,2016,"NISSAN","VERSA","VERSA S","SEDAN 4D","SILVER","Side",48201,10327,0,1.6,"F",4,"Minimum"
"340","3N1AB7AP1GY270330",2100,2016,"NISSAN","SENTRA","SENTRA S","SEDAN 4D","GRAY","Front",43560,11211,11398,1.8,"F",4,"Minimum"
"341","WBA8E1G51GNT37184",8800,2016,"BMW","3 SERIES","320 I","SEDAN 4D","WHITE","Rear",28441,19647,0,2,"R",4,"Minimum"
"342","1HGCR2F37GA181412",6000,2016,"HONDA","ACCORD LX","ACCORD LX","SEDAN 4D","BLUE","Rear",36426,16268,8894,2.4,"F",4,"Minimum"
"343","JM1GJ1V57G1484534",4850,2016,"MAZDA","6","6 TOURING","SEDAN 4D","BLUE","Front",23667,17186,15894,2.5,"F",4,"Minimum"
"344","4T1BF1FK1GU207484",6700,2016,"TOYOTA","CAMRY","Camry LE","SEDAN 4D","SILVER","Rear",39745,14019,4435,2.5,"F",4,"Pure"
"345","19XFC1F36GE203744",4850,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","BLUE","Front",35326,17526,13679,1.5,"F",4,"Minimum"
"346","WBA5B1C58GG553796",9200,2016,"BMW","535 I","535 I","SEDAN 4D","CHARCOAL","Side",10496,28000,0,3,"R",6,"Minimum"
"347","JM1GJ1V5XG1421833",4650,2016,"MAZDA","6","6 TOURING","SEDAN 4D","CHARCOAL","Front",80915,12691,5741,2.5,"F",4,"Minimum"
"348","1VWAS7A36GC024955",3850,2016,"VOLKSWAGEN","PASSAT","PASSAT S","SEDAN 4D","BLUE","Rear",30293,12737,11076,1.8,"F",4,"Approval"
"349","1N4AL3AP8GC214970",4900,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","BLACK","Side",41363,13966,6816,2.5,"F",4,"Minimum"
"350","1VWBT7A34GC020193",5800,2016,"VOLKSWAGEN","PASSAT","PASSAT SE","SEDAN 4D","GRAY","Front",28074,15723,8368,1.8,"F",4,"Minimum"
"351","KNMAT2MV5GP692285",2000,2016,"NISSAN","ROGUE S","ROGUE S","4DR SPOR","WHITE","Front",51039,15101,0,2.5,"All",4,"Minimum"
"352","1N4BL3APXGC160561",1400,2016,"NISSAN","ALTIMA","ALTIMA 3.5","SEDAN 4D","BLACK","Rear",62209,15464,19073,3.5,"F",6,"Minimum"
"353","WAUA7GFF5G1075220",4150,2016,"AUDI","A3","A3 PREMIUM","SEDAN 4D","BLACK","Front",45858,17117,12690,1.8,"F",4,"Pure"
"354","1N4AL3AP8GC218209",2800,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","GRAY","Rear",56751,11379,8325,2.5,"F",4,"Pure"
"355","3N1CN7AP2GL878306",1200,2016,"NISSAN","VERSA","VERSA S","SEDAN 4D","BLACK","Side",13515,10787,11566,1.6,"F",4,"Pure"
"356","3N1CN7AP2GL845953",1850,2016,"NISSAN","VERSA","VERSA S","SEDAN 4D","SILVER","Rear",10322,10797,5292,1.6,"F",4,"Pure"
"357","1HGCR2F37GA145378",5700,2016,"HONDA","ACCORD LX","ACCORD LX","SEDAN 4D","SILVER","Rear",39653,15127,7272,2.4,"F",4,"Pure"
"358","2T3JFREV3GW447214",13200,2016,"TOYOTA","RAV4 SE","RAV4 SE","4DR SPOR","WHITE","Rear",29773,23961,11274,2.5,"All",4,"Pure"
"359","3CZRU6H31GM747752",5600,2016,"HONDA","HR-V LX","HR-V LX","4DR SPOR","BLACK","Front",39121,17188,13216,1.8,"All",4,"Pure"
"360","4T1BF1FK7GU157383",6300,2016,"TOYOTA","CAMRY","Camry LE","SEDAN 4D","SILVER","Front",36452,14548,7293,2.5,"F",4,"Minimum"
"361","KNMAT2MV6GP682199",7000,2016,"NISSAN","ROGUE S","ROGUE S","4DR SPOR","BLACK","Rear",33903,26083,12436,2.5,"All",4,"Minimum"
"362","1N4AA6AP3GC402352",3750,2016,"NISSAN","MAXIMA","MAXIMA 3.5","SEDAN 4D","BLACK","Front",40033,19142,9983,3.5,"F",6,"Pure"
"363","2T1BURHE6GC487786",3050,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","SILVER","Front",39159,11597,16237,1.8,"F",4,"Minimum"
"364","5FNYF6H54GB041229",10100,2016,"HONDA","PILOT EXL","PILOT EXL","4DR SPOR","GRAY","Front",21045,28779,15447,3.5,"All",6,"Minimum"
"365","1N4AL3AP7GC224972",2950,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","BLACK","Side",71369,10327,9650,2.5,"F",4,"Pure"
"366","3N1CN7AP1GL859276",1500,2016,"NISSAN","VERSA","VERSA S","SEDAN 4D","BLUE","Front",45934,9326,1620,1.6,"F",4,"Pure"
"367","JTMDFREV8GJ074411",11900,2016,"TOYOTA","RAV4 LIMIT","RAV4 LIMIT","4DR SPOR","RED","Rear",36162,26257,17839,2.5,"All",4,"Pure"
"368","KNMAT2MTXGP598644",4850,2016,"NISSAN","ROGUE S","ROGUE S","4DR SPOR","GRAY","Front",45209,17480,11256,2.5,"F",4,"Pure"
"369","2T1BURHE1GC498520",5000,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","BLACK","Rear",81139,13887,8883,1.8,"F",4,"Minimum"
"370","WBA3N9C51GK249249",9900,2016,"BMW","428 XI","428 XI","COUPE","BLUE","Rear",30766,25698,21193,2,"All",4,"Minimum"
"371","3N1AB7AP9GY283472",1950,2016,"NISSAN","SENTRA","SENTRA S","SEDAN 4D","WHITE","Front",70607,8455,11226,1.8,"F",4,"Minimum"
"372","3N1AB7AP3GY247860",1800,2016,"NISSAN","SENTRA","SENTRA S","SEDAN 4D","WHITE","Mechanical",89438,7267,3000,1.8,"F",4,"Minimum"
"373","JM3KE4DY9G0749396",9000,2016,"MAZDA","CX-5 GT","CX-5 GT","4DR SPOR","BLUE","Side",41547,20745,15764,2.5,"All",4,"Minimum"
"374","4T1BF1FK1GU595879",5600,2016,"TOYOTA","CAMRY","Camry LE","SEDAN 4D","RED","Front",51418,13114,11742,2.5,"F",4,"Pure"
"375","5TDJKRFH3GS248105",14100,2016,"TOYOTA","HIGHLANDER","HIGHLANDER","4DR SPOR","BLUE","Front",60474,25091,0,3.5,"All",6,"Minimum"
"376","2HKRM4H51GH621487",7900,2016,"HONDA","CR-V EX","CR-V EX","4DR SPOR","BLUE","Side",39407,20178,13779,2.4,"All",4,"Minimum"
"377","5N1AT2MVXGC888662",3900,2016,"NISSAN","ROGUE S","ROGUE S","4DR SPOR","GRAY","Front",17450,17673,10306,2.5,"All",4,"Minimum"
"378","2T1BURHE0GC602723",4750,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","BROWN","Rear",46029,14461,12103,1.8,"F",4,"Pure"
"379","2T2BZMCA0GC007164",18300,2016,"LEXUS","RX 350","RX 350","4DR SPOR","WHITE","ALL OVER",49917,40169,0,3.5,"All",6,"Pure"
"380","3N1CN7AP6GL814589",2650,2016,"NISSAN","VERSA","VERSA S","SEDAN 4D","SILVER","Rear",87741,7957,5464,1.6,"F",4,"Pure"
"381","2T2BZMCA5GC046946",17400,2016,"LEXUS","RX 350","RX 350","4DR SPOR","SILVER","Front",26906,36187,18476,3.5,"All",6,"Approval"
"382","5N1AR2MM1GC614093",6600,2016,"NISSAN","PATHFINDER","PATHFINDER","4DR SPOR","SILVER","Front",28722,24712,18886,3.5,"4x4",6,"Minimum"
"383","1N4AL3AP5GC268064",3500,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","BLUE","Side",29683,11158,8421,2.5,"F",4,"Pure"
"384","1N4AA6AP4GC407141",4150,2016,"NISSAN","MAXIMA","MAXIMA 3.5","SEDAN 4D","WHITE","Front",57731,19732,14391,3.5,"F",6,"Minimum"
"385","4T1BF1FK9GU509394",2500,2016,"TOYOTA","CAMRY","Camry LE","SEDAN 4D","RED","Side",44500,16596,18127,2.5,"F",4,"Minimum"
"386","2HKRM3H34GH511901",3850,2016,"HONDA","CR-V LX","CR-V LX","4DR SPOR","BLACK","Front",75703,15602,14814,2.4,"F",4,"Pure"
"387","3VW267AJ1GM386990",1350,2016,"VOLKSWAGEN","JETTA","JETTA S","SEDAN 4D","GRAY","Front",62408,9789,10953,1.4,"F",4,"Minimum"
"388","5TDYK3DC4GS702655",9000,2016,"TOYOTA","SIENNA XLE","SIENNA XLE","SPORTS V","SILVER","Rear",46384,25579,18048,3.5,"F",6,"Minimum"
"389","3VW267AJXGM208494",1950,2016,"VOLKSWAGEN","JETTA","JETTA S","SEDAN 4D","WHITE","Front",31115,11173,10014,1.4,"F",4,"Pure"
"390","1HGCR2F36GA045479",5600,2016,"HONDA","ACCORD LX","ACCORD LX","SEDAN 4D","WHITE","Side",44133,17432,10719,2.4,"F",4,"Pure"
"391","5YFBURHEXGP563123",3150,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","SILVER","Front",32706,13519,10173,1.8,"F",4,"Pure"
"392","5FNRL5H99GB037929",5200,2016,"HONDA","ODYSSEY TO","ODYSSEY TO","SPORTS V","GRAY","Side",114852,23007,0,3.5,"F",6,"Pure"
"393","3CZRM3H37GG705938",6100,2016,"HONDA","CR-V LX","CR-V LX","4DR SPOR","SILVER","Front",34762,16718,8228,2.4,"F",4,"Minimum"
"394","3N1AB7AP3GY339356",2100,2016,"NISSAN","SENTRA","SENTRA S","SEDAN 4D","CHARCOAL","Front",59329,10487,0,1.8,"F",4,"Approval"
"395","2HGFC4B52GH312023",2900,2016,"HONDA","CIVIC LX","CIVIC LX","COUPE","BLACK","Front",16196,16012,0,2,"F",4,"Pure"
"396","5FNYF5H61GB008112",4450,2016,"HONDA","PILOT EXL","PILOT EXL","4DR SPOR","BLACK","Side",99689,19705,15198,3.5,"F",6,"Pure"
"397","KNMAT2MT3GP668890",6100,2016,"NISSAN","ROGUE S","ROGUE S","4DR SPOR","WHITE","Side",40063,16063,12217,2.5,"F",4,"Minimum"
"398","19XFC2F70GE073355",5700,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","BLACK","Rear",55676,13750,8793,2,"F",4,"Pure"
"399","1N4AL3AP9GC260727",1800,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","GRAY","Front",80764,9714,9714,2.5,"F",4,"Pure"
"400","2T1BURHE8GC725296",4000,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","RED","Front",36610,13999,10578,1.8,"F",4,"Minimum"
"401","2HGFC2F71GH506154",4100,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","GRAY","Front",49450,14649,0,2,"F",4,"Pure"
"402","WBA5B1C53GG133590",7000,2016,"BMW","535 I","535 I","SEDAN 4D","WHITE","Front",59490,28118,20969,3,"R",6,"Pure"
"403","4T1BF1FK0GU194713",5800,2016,"TOYOTA","CAMRY","Camry LE","SEDAN 4D","BLACK","Wear",63579,19500,0,2.5,"F",4,"Minimum"
"404","JN8AT2MT5GW026360",3250,2016,"NISSAN","ROGUE S","ROGUE S","4DR SPOR","SILVER","Front",3732,16326,18346,2.5,"F",4,"Minimum"
"405","WVGAV7AX4GW583704",9200,2016,"VOLKSWAGEN","TIGUAN S","TIGUAN S","4DR SPOR","BLACK","Under",16477,16036,6054,2,"F",4,"Minimum"
"406","JTEBU5JR5G5405285",14100,2016,"TOYOTA","4RUNNER SR","4RUNNER SR","4DR SPOR","BLACK","Front",27726,35436,22063,4,"4x4",6,"Pure"
"407","55SWF4JB7GU170530",16400,2016,"MERCEDES-BENZ","C CLASS","C 300","SEDAN 4D","WHITE","Rear",18946,32411,21053,2,"R",4,"Minimum"
"408","3CZRU6H52GM746918",3350,2016,"HONDA","HR-V EX","HR-V EX","4DR SPOR","GRAY","Front",25155,19029,16168,1.8,"All",4,"Minimum"
"409","19XFC2F59GE003979",3650,2016,"HONDA","CIVIC LX","CIVIC LX","SEDAN 4D","GRAY","Rear",37822,15291,13356,2,"F",4,"Minimum"
"410","5J6RM4H42GL081693",5500,2016,"HONDA","CR-V SE","CR-V SE","4DR SPOR","WHITE","Front",31172,20222,13428,2.4,"All",4,"Minimum"
"411","19XFC1F30GE038886",7600,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","BLUE","Front",39950,15532,0,1.5,"F",4,"Minimum"
"412","2HGFC2F58GH544320",4000,2016,"HONDA","CIVIC LX","CIVIC LX","SEDAN 4D","RED","Front",38065,12971,9717,2,"F",4,"Minimum"
"413","3MZBM1U74GM249528",2150,2016,"MAZDA","3","3 SPORT","SEDAN 4D","GRAY","Front",65528,10677,8161,2,"F",4,"Minimum"
"414","JN8AT2MV3GW144327",3550,2016,"NISSAN","ROGUE S","ROGUE S","4DR SPOR","GRAY","Rear",28990,18735,17898,2.5,"All",4,"Approval"
"415","19XFC1F39GE035324",4700,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","BLACK","Rear",25967,30955,0,1.5,"F",4,"Pure"
"416","1N4AL3AP7GN390221",4100,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","GRAY","Front",21406,14598,0,2.5,"F",4,"Minimum"
"417","JM3KE4CY7G0919501",3550,2016,"MAZDA","CX-5 TOURI","CX-5 TOURI","4DR SPOR","BLUE","ALL OVER",20618,20726,15940,2.5,"All",4,"Pure"
"418","1HGCR2F58GA158190",2600,2016,"HONDA","ACCORD SPO","ACCORD SPO","SEDAN 4D","RED","Front",70417,14557,16552,2.4,"F",4,"Pure"
"419","3MYDLBZV5GY117030",2400,2016,"TOYOTA","SCION","SCION IA","SEDAN 4D","BLUE","Rear",25601,12536,14237,1.5,"F",4,"Minimum"
"420","1N4AL3AP2GC259791",1750,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","WHITE","Rear",26909,14380,12106,2.5,"F",4,"Minimum"
"421","2HGFC2F7XGH502801",4750,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","GRAY","Front",30357,16976,25366,2,"F",4,"Minimum"
"422","4T1BF1FKXGU555719",6800,2016,"TOYOTA","CAMRY","Camry LE","SEDAN 4D","SILVER","Rear",31784,16175,13068,2.5,"F",4,"Pure"
"423","5YFBURHE6GP558856",4450,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","BLACK","Front",30372,15386,11183,1.8,"F",4,"Pure"
"424","19XFC2F50GE087898",2300,2016,"HONDA","CIVIC LX","CIVIC LX","SEDAN 4D","SILVER","ALL OVER",26845,15038,10300,2,"F",4,"Minimum"
"425","4JGDA5JB9GA668455",13200,2016,"MERCEDES-BENZ","GLE 350","GLE 350","4DR SPOR","BLACK","Front",27255,36771,33710,3.5,"R",6,"Pure"
"426","JTMNFREV3GJ086843",6800,2016,"TOYOTA","RAV4 SE","RAV4 SE","4DR SPOR","WHITE","Side",25427,23278,21170,2.5,"F",4,"Pure"
"427","19XFC1F77GE202105",4950,2016,"HONDA","CIVIC EXL","CIVIC EXL","SEDAN 4D","BLUE","Rear",64659,14428,12356,1.5,"F",4,"Minimum"
"428","1HGCR2F59GA032436",4300,2016,"HONDA","ACCORD SPO","ACCORD SPO","SEDAN 4D","WHITE","Front",43255,17888,15337,2.4,"F",4,"Minimum"
"429","2HGFC1F31GH645384",4600,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","WHITE","Rear",19655,17473,0,1.5,"F",4,"Minimum"
"430","JTHBA1BL1GA001938",18000,2016,"LEXUS","GS200","GS 200T","SEDAN 4D","WHITE","Side",49208,22787,18978,2,"R",4,"Minimum"
"431","JM1GJ1W5XG1486468",8500,2016,"MAZDA","6","6 GRAND TO","SEDAN 4D","WHITE","Front",22167,19626,14428,2.5,"F",4,"Minimum"
"432","WBS3U9C51GP969460",22200,2016,"BMW","M4","M4","CONVERTI","BLACK","Rear",13551,55000,0,3,"R",6,"Approval"
"433","WBA6D0C50GG639337",16400,2016,"BMW","6 SERIES","640 I","SEDAN 4D","BLACK","Rear",80957,40491,25173,3,"R",6,"Pure"
"434","WAUA7GFF4G1043035",5500,2016,"AUDI","A3","A3 PREMIUM","SEDAN 4D","WHITE","Front",51547,19414,15422,1.8,"F",4,"Minimum"
"435","1N4AL3AP3GN366305",2850,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","BLACK","Front",41557,12026,11247,2.5,"F",4,"Minimum"
"436","2T3WFREV3GW260688",8700,2016,"TOYOTA","RAV4 XLE","RAV4 XLE","4DR SPOR","BLACK","Front",13974,19958,15016,2.5,"F",4,"Pure"
"437","3N1AB7AP8GY213770",1750,2016,"NISSAN","SENTRA","SENTRA S","SEDAN 4D","BLUE","Rear",79771,6171,0,1.8,"F",4,"Pure"
"438","3CZRU5G5XGM749335",4350,2016,"HONDA","HR-V EX","HR-V EX","4DR SPOR","GREEN","Rear",19637,17492,12623,1.8,"F",4,"Minimum"
"439","5YFBURHE0GP545116",3250,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","SILVER","Front",64822,10213,10101,1.8,"F",4,"Minimum"
"440","4T1BF1FKXGU538161",4800,2016,"TOYOTA","CAMRY","Camry LE","SEDAN 4D","BLUE","Side",87316,12600,15125,2.5,"F",4,"Minimum"
"441","5TDKK3DC5GS708566",6800,2016,"TOYOTA","SIENNA LE","SIENNA LE","SPORTS V","WHITE","Front",29516,21970,21057,3.5,"F",6,"Minimum"
"442","1HGCR2F97GA246988",6500,2016,"HONDA","ACCORD EXL","ACCORD EXL","SEDAN 4D","SILVER","Side",57389,17587,13850,2.4,"F",4,"Pure"
"443","4T4BF1FK2GR566090",4200,2016,"TOYOTA","CAMRY","Camry LE","SEDAN 4D","BLACK","Front",46540,9469,9615,2.5,"F",4,"Pure"
"444","5FNRL5H66GB110924",6100,2016,"HONDA","ODYSSEY EX","ODYSSEY EX","SPORTS V","BLUE","Front",47369,23921,15943,3.5,"F",6,"Pure"
"445","5FNRL5H41GB053286",4600,2016,"HONDA","ODYSSEY EX","ODYSSEY EX","SPORTS V","SILVER","Front",40518,20936,19486,3.5,"F",6,"Pure"
"446","2T1BURHE5GC710304",3200,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","WHITE","Front",89858,14000,0,1.8,"F",4,"Approval"
"447","5YFBURHE4GP565465",3850,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","WHITE","Front",36104,12731,10829,1.8,"F",4,"Minimum"
"448","55SWF4JB3GU151599",11800,2016,"MERCEDES-BENZ","C CLASS","C 300","SEDAN 4D","BLACK","Rear",48881,26924,0,2,"R",4,"Pure"
