"","VIN","Price","Year","Make","Model.Group","Model.Detail","Body.Style","Color","Damage.Description","Odometer","Est..Retail.Value","Repair.cost","Engine","Drive","Cylinders","Sale.Status"
"449","WBA8E9C53GK643597",8100,2016,"BMW","3 SERIES","328 I SULE","SEDAN 4D","GRAY","Rear",31995,20756,17626,2,"R",4,"Pure"
"450","3MZBM1U70GM307747",2000,2016,"MAZDA","3","3 SPORT","SEDAN 4D","SILVER","Front",66995,11681,11563,2,"F",4,"Minimum"
"451","2HGFC2F74GH545014",3800,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","BLACK","Rear",20276,17050,15159,2,"F",4,"Minimum"
"452","5YFBURHE6GP489506",5900,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","WHITE","Rear",50597,13882,12293,1.8,"F",4,"Pure"
"453","3CZRM3H33GG708724",4550,2016,"HONDA","CR-V LX","CR-V LX","4DR SPOR","SILVER","Side",11762,19176,0,2.4,"F",4,"Minimum"
"454","2T1BURHE2GC598724",3250,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","RED","Rear",61670,11972,9707,1.8,"F",4,"Pure"
"455","5YFBURHE5GP447473",3200,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","GRAY","Front",57061,12252,6893,1.8,"F",4,"Minimum"
"456","3N1CN7AP5GL916739",1750,2016,"NISSAN","VERSA","VERSA S","SEDAN 4D","WHITE","Side",9283,9008,8496,1.6,"F",4,"Pure"
"457","3N1CN7AP5GL837717",725,2016,"NISSAN","VERSA","VERSA S","SEDAN 4D","BLUE","Front",77969,6320,12413,1.6,"F",4,"Pure"
"458","5UXWX9C50G0D84391",15000,2016,"BMW","X3","X3 XDRIVE2","4DR SPOR","WHITE","Front",18767,29771,20345,2,"All",4,"Minimum"
"459","2T3BFREV1GW529608",5900,2016,"TOYOTA","RAV4 LE","RAV4 LE","4DR SPOR","WHITE","ROLLOVER",30483,18826,18826,2.5,"All",4,"Minimum"
"460","1N4AL3AP5GN358223",3400,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","GRAY","Side",13508,13600,10069,2.5,"F",4,"Minimum"
"461","JM3KE4DY4G0849762",5500,2016,"MAZDA","CX-5 GT","CX-5 GT","4DR SPOR","BLUE","Front",21248,21857,15983,2.5,"All",4,"Minimum"
"462","JM3KE4CY8G0908264",3450,2016,"MAZDA","CX-5 TOURI","CX-5 TOURI","4DR SPOR","BLUE","Front",19203,18559,15221,2.5,"All",4,"Pure"
"463","4T4BF1FK2GR518332",4900,2016,"TOYOTA","CAMRY","Camry LE","SEDAN 4D","SILVER","Front",49877,14030,23848,2.5,"F",4,"Approval"
"464","3N1AB7APXGY280385",2900,2016,"NISSAN","SENTRA","SENTRA S","SEDAN 4D","WHITE","Side",16778,12828,11614,1.8,"F",4,"Minimum"
"465","JM1BM1T70G1311878",1550,2016,"MAZDA","3","3 SPORT","SEDAN 4D","BLUE","Front",75831,8263,11802,2,"F",4,"Pure"
"466","3N1AB7AP0GL671106",1600,2016,"NISSAN","SENTRA","SENTRA S","SEDAN 4D","GRAY","Front",30301,12721,14475,1.8,"F",4,"Pure"
"467","1N4AL3AP9GC211396",2800,2016,"NISSAN","ALTIMA","ALTIMA 2.5","SEDAN 4D","BLACK","Rear",39156,15885,14626,2.5,"F",4,"Minimum"
"468","3MZBM1U74GM305791",3100,2016,"MAZDA","3","3 SPORT","SEDAN 4D","GRAY","Rear",98561,11507,8437,2,"F",4,"Pure"
"469","3N1CN7AP7GL879614",1250,2016,"NISSAN","VERSA","VERSA S","SEDAN 4D","WHITE","Front",36505,8980,0,1.6,"F",4,"Minimum"
"470","JM1GJ1V51G1446443",6300,2016,"MAZDA","6","6 TOURING","SEDAN 4D","BLACK","Front",49832,14940,12035,2.5,"F",4,"Pure"
"471","KNMAT2MV6GP673180",3000,2016,"NISSAN","ROGUE S","ROGUE S","4DR SPOR","GRAY","Rear",44316,18425,18072,2.5,"All",4,"Pure"
"472","WBS6J9C51GD934697",27500,2016,"BMW","M6","M6","COUPE","BLACK","Front",22773,44973,45205,4.4,"R",8,"Pure"
"473","1HGCR2F5XGA803177",7200,2016,"HONDA","ACCORD SPO","ACCORD SPO","SEDAN 4D","WHITE","Front",80934,21686,18799,2.4,"F",4,"Pure"
"474","2HGFC2F72GH034093",4250,2016,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","WHITE","Rear",70572,16161,16270,2,"F",4,"Pure"
"475","2T1BURHE5GC730603",4100,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","BLACK","Front",76382,15425,12532,1.8,"F",4,"Pure"
"476","5N1AZ2MH3GN135505",6800,2016,"NISSAN","MURANO S","MURANO S","4DR SPOR","GRAY","Front",47884,29353,0,3.5,"All",6,"Minimum"
"477","2T1BURHE4GC662181",3600,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","SILVER","ALL OVER",134332,12500,0,1.8,"F",4,"Pure"
"478","3N1AB7AP3GL658964",1850,2016,"NISSAN","SENTRA","SENTRA S","SEDAN 4D","WHITE","Front",34768,14612,2501,1.8,"F",4,"Approval"
"479","WVGJV7AX7GW080118",4750,2016,"VOLKSWAGEN","TIGUAN COM","TIGUAN COM","4DR SPOR","BEIGE","Rear",62838,19608,20330,2,"All",4,"Approval"
"480","2T1BURHE9GC647871",3450,2016,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","BLUE","Side",37571,12730,13227,1.8,"F",4,"Pure"
"481","5UXKR2C53G0R69673",11200,2016,"BMW","X5 SDRIVE3","X5 SDRIVE3","4DR SPOR","WHITE","Front",57842,32875,0,3,"R",6,"Minimum"
"482","JTMZFREV0GJ099616",9000,2016,"TOYOTA","RAV4 LE","RAV4 LE","4DR SPOR","BLUE","Front",35481,22425,0,2.5,"F",4,"Approval"
"483","WDDUG8CB4GA217280",23200,2016,"MERCEDES-BENZ","S CLASS","S 550","SEDAN 4D","SILVER","Side",25303,69300,0,4.6,"R",8,"Minimum"
"484","WDDWF4KB5GR178206",12600,2016,"MERCEDES-BENZ","C CLASS","C 300 4MAT","SEDAN 4D","SILVER","Front",9265,40395,0,2,"All",4,"Approval"
"485","3N1AB7AP1GY223475",3050,2016,"NISSAN","SENTRA","SENTRA S","SEDAN 4D","GRAY","Minor",99973,8850,0,1.8,"F",4,"Minimum"
"486","5FNYF6H89GB027790",8900,2016,"HONDA","PILOT EXL","PILOT EXL","4DR SPOR","WHITE","Front",65651,30125,0,3.5,"All",6,"Minimum"
"487","1HGCR2F42GA228547",5600,2016,"HONDA","ACCORD LX","ACCORD LX","SEDAN 4D","SILVER","Side",54495,16754,0,2.4,"F",4,"Approval"
"488","1HGCR2F32GA238034",5000,2016,"HONDA","ACCORD LX","ACCORD LX","SEDAN 4D","BLACK","Front",87306,16521,0,2.4,"F",4,"Approval"
"489","5J6RM4H45GL097256",6300,2016,"HONDA","CR-V SE","CR-V SE","4DR SPOR","WHITE","Front",32271,20517,0,2.4,"All",4,"Approval"
"490","WDDUG8CB4GA245015",30750,2016,"MERCEDES-BENZ","S CLASS","S 550","SEDAN 4D","SILVER","ALL OVER",26570,65150,0,4.6,"R",8,"Minimum"
"491","WA1GFCFS9GR001431",9000,2016,"AUDI","Q3 PRESTIG","Q3 PRESTIG","4DR SPOR","BLACK","Under",40489,27703,24322,2,"All",4,"Minimum"
"492","JTHBA1BLXGA001176",14500,2016,"LEXUS","GS200","GS 200T","SEDAN 4D","GRAY","Front",16143,42980,14590,2,"R",4,"Minimum"
"493","4JGDA5HB0HA931889",22200,2017,"MERCEDES-BENZ","GLE 350 4M","GLE 350 4M","4DR SPOR","GRAY","Rear",10926,42693,31719,3.5,"All",6,"Minimum"
"494","4JGDA5HB6HA845132",23900,2017,"MERCEDES-BENZ","GLE 350 4M","GLE 350 4M","4DR SPOR","WHITE","Side",53798,37962,27191,3.5,"All",6,"Pure"
"495","19XFC2F53HE202267",3950,2017,"HONDA","CIVIC LX","CIVIC LX","SEDAN 4D","BLACK","Front",51829,16977,14126,2,"F",4,"Pure"
"496","5YFBURHE4HP679502",7500,2017,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","SILVER","Rear",21098,15883,12508,1.8,"F",4,"Pure"
"497","2HGFC4B53HH300528",5100,2017,"HONDA","CIVIC LX","CIVIC LX","COUPE","WHITE","Rear",36757,16073,0,2,"F",4,"Minimum"
"498","1HGCT1B75HA010258",3200,2017,"HONDA","ACCORD EX","ACCORD EX","COUPE","CHARCOAL","Front",21729,18713,15769,2.4,"F",4,"Pure"
"499","JTJYARBZ5H2074303",11300,2017,"LEXUS","NX 200T","NX 200T","4DR SPOR","SILVER","Side",11577,34188,25000,2,"F",4,"Minimum"
"500","WDDUG8CB1HA316835",22400,2017,"MERCEDES-BENZ","S CLASS","S 550","SEDAN 4D","WHITE","Front",19882,75979,0,4.6,"R",8,"Pure"
"501","2T1BURHE6HC837855",4750,2017,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","BLACK","Side",33445,14750,0,1.8,"F",4,"Minimum"
"502","1HGCR3F87HA036938",6400,2017,"HONDA","ACCORD EXL","ACCORD EXL","SEDAN 4D","BLACK","Side",16117,23628,18067,3.5,"F",6,"Minimum"
"503","4T1BF1FK7HU308966",7100,2017,"TOYOTA","CAMRY","Camry LE","SEDAN 4D","BLUE","Rear",37053,17235,0,2.5,"F",4,"Pure"
"504","19XFC2F87HE209488",2750,2017,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","BLACK","Front",8050,19907,29611,2,"F",4,"Minimum"
"505","2HGFC2F52HH574169",3100,2017,"HONDA","CIVIC LX","CIVIC LX","SEDAN 4D","BLACK","Front",47457,15032,13202,2,"F",4,"Minimum"
"506","5TDDZ3DC9HS156172",16400,2017,"TOYOTA","SIENNA XLE","SIENNA XLE","SPORTS V","WHITE","Side",29902,33984,21112,3.5,"All",6,"Minimum"
"507","JN1AZ4EH1HM950844",10200,2017,"NISSAN","370Z","370Z BASE","COUPE","BLACK","Front",30516,24567,0,3.7,"R",6,"Approval"
"508","4JGED6EB6HA059840",25250,2017,"MERCEDES-BENZ","GLE COUPE","GLE COUPE","4DR SPOR","WHITE","Side",16859,72997,15447,3,"All",6,"Minimum"
"509","WP0BB2A92HS136433",58000,2017,"PORSCHE","911","911 TARGA","COUPE","BLUE","Rear",15123,131998,32145,3,"All",6,"Minimum"
"510","JF1ZNAA19H8704349",5600,2017,"TOYOTA","86 BASE","86 BASE","COUPE","BLACK","Rear",25657,20684,17774,2,"R",4,"Minimum"
"511","WDDWJ4KB6HF385687",18500,2017,"MERCEDES-BENZ","C CLASS","C 300 4MAT","COUPE","GRAY","Wear",19162,47185,0,2,"All",4,"Minimum"
"512","WDC0G4JB2HF203753",13800,2017,"MERCEDES-BENZ","GLC 300","GLC 300","4DR SPOR","BLACK","Front",28721,59644,13266,2,"R",4,"Minimum"
"513","4T1BF1FK5HU443718",5300,2017,"TOYOTA","CAMRY","Camry LE","SEDAN 4D","SILVER","Front",19209,16827,18796,2.5,"F",4,"Pure"
"514","4T1BF1FK8HU776060",4950,2017,"TOYOTA","CAMRY","Camry LE","SEDAN 4D","WHITE","Front",44274,16030,19537,2.5,"F",4,"Minimum"
"515","4JGDA5JB5HA852597",20800,2017,"MERCEDES-BENZ","GLE 350","GLE 350","4DR SPOR","WHITE","Front",75315,48360,0,3.5,"R",6,"Minimum"
"516","WDDZF4JB7HA276636",19000,2017,"MERCEDES-BENZ","E CLASS","E 300","SEDAN 4D","SILVER","Front",19232,42719,0,2,"R",4,"Approval"
"517","WDDUG8CB4HA310656",32250,2017,"MERCEDES-BENZ","S CLASS","S 550","SEDAN 4D","BLACK","Front",8114,74205,0,4.6,"R",8,"Approval"
"518","WP0AF2A71HL153104",58000,2017,"PORSCHE","PANAMERA","PANAMERA T","SEDAN 4D","CHARCOAL","Wear",29684,156807,0,4.8,"All",8,"Minimum"
"519","JTJYARBZ2H2075280",11900,2017,"LEXUS","NX 200T","NX 200T","4DR SPOR","WHITE","Front",4185,32409,0,2,"F",4,"Minimum"
"520","WDDZF4KB6HA204339",21500,2017,"MERCEDES-BENZ","E CLASS","E 300 4MAT","SEDAN 4D","GRAY","Front",16745,51657,3658,2,"All",4,"Minimum"
"521","JTMYFREV7HD103964",11900,2017,"TOYOTA","RAV4 LIMIT","RAV4 LIMIT","4DR SPOR","BLUE","Front",20461,28937,0,2.5,"F",4,"Approval"
"522","2HGFC3B32HH357540",3650,2017,"HONDA","CIVIC","CIVIC EX","COUPE","GRAY","Front",44481,19449,0,1.5,"F",4,"Minimum"
"523","19XFC2F59HE029242",4950,2017,"HONDA","CIVIC LX","CIVIC LX","SEDAN 4D","BLACK","Front",23509,17592,0,2,"F",4,"Minimum"
"524","5YFBURHE5HP585144",4800,2017,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","WHITE","Rear",64647,11399,8682,1.8,"F",4,"Pure"
"525","WA1BCCFS7HR015851",10200,2017,"AUDI","Q3 PREMIUM","Q3 PREMIUM","4DR SPOR","BLACK","Rear",33556,20938,12567,2,"F",4,"Minimum"
"526","5YFBURHE8HP635504",3600,2017,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","RED","Rear",31817,12554,8804,1.8,"F",4,"Minimum"
"527","5YFBURHE5HP606204",4900,2017,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","BLACK","Rear",49892,12363,10025,1.8,"F",4,"Minimum"
"528","1N4AA6AP6HC390070",5900,2017,"NISSAN","MAXIMA","MAXIMA 3.5","SEDAN 4D","BLACK","Front",99382,19473,0,3.5,"F",6,"Approval"
"529","1HGCR2F7XHA044694",6900,2017,"HONDA","ACCORD EX","ACCORD EX","SEDAN 4D","WHITE","Front",27424,16779,12548,2.4,"F",4,"Pure"
"530","5FNYF5H37HB027092",11500,2017,"HONDA","PILOT EX","PILOT EX","4DR SPOR","BLUE","Front",22415,31455,0,3.5,"F",6,"Minimum"
"531","19XFC2F5XHE023868",5400,2017,"HONDA","CIVIC LX","CIVIC LX","SEDAN 4D","GRAY","Under",15503,22096,0,2,"F",4,"Approval"
"532","19XFC2F76HE051510",7900,2017,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","GRAY","Rear",25314,18372,14136,2,"F",4,"Minimum"
"533","2T1BURHE0HC789768",6600,2017,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","BLACK","Rear",32172,10692,6254,1.8,"F",4,"Minimum"
"534","19XFC2F51HE075891",5200,2017,"HONDA","CIVIC LX","CIVIC LX","SEDAN 4D","GRAY","Side",31994,14604,13334,2,"F",4,"Minimum"
"535","19XFC1F3XHE011390",6100,2017,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","GRAY","Side",16553,19137,15363,1.5,"F",4,"Minimum"
"536","2HGFC4B08HH305003",5400,2017,"HONDA","CIVIC LX","CIVIC LX","COUPE","GRAY","Side",24856,15527,9225,2,"F",4,"Minimum"
"537","5TFRX5GN6HX095118",7800,2017,"TOYOTA","TACOMA ACC","TACOMA ACC","CLUB CAB","WHITE","Front",18142,21200,0,2.7,"R",4,"Minimum"
"538","1HGCR2F52HA241826",6700,2017,"HONDA","ACCORD SPO","ACCORD SPO","SEDAN 4D","BLACK","Front",47899,19575,0,2.4,"F",4,"Minimum"
"539","WA1LAAF72HD017871",24400,2017,"AUDI","Q7 PREMIUM","Q7 PREMIUM","4DR SPOR","GRAY","Front",47544,41450,33368,3,"All",6,"Minimum"
"540","JTJBM7FX3H5176501",23000,2017,"LEXUS","GX","GX","4DR SPOR","SILVER","ROLLOVER",28373,40793,28497,4.6,"All",8,"Minimum"
"541","19XFC1F73HE014943",5100,2017,"HONDA","CIVIC EXL","CIVIC EXL","SEDAN 4D","BLACK","Front",9184,22825,0,1.5,"F",4,"Minimum"
"542","JF1ZNAA13H8707683",6100,2017,"TOYOTA","86 BASE","86 BASE","COUPE","WHITE","Front",13459,23775,0,2,"R",4,"Minimum"
"543","JF1ZNAA16H8701263",5300,2017,"TOYOTA","86 BASE","86 BASE","COUPE","WHITE","Front",28293,20725,0,2,"R",4,"Minimum"
"544","JTJBM7FX5H5172370",33000,2017,"LEXUS","GX","GX","4DR SPOR","WHITE","Rear",28900,58365,0,4.6,"All",8,"Approval"
"545","19UUB2F32HA005930",9000,2017,"ACURA","TLX","TLX","SEDAN 4D","WHITE","Rear",21088,24725,0,3.5,"F",6,"Minimum"
"546","2HGFC2F78HH533966",4550,2017,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","RED","Front",50647,14970,11809,2,"F",4,"Pure"
"547","1HGCR2F79HA212664",6900,2017,"HONDA","ACCORD EX","ACCORD EX","SEDAN 4D","GOLD","Rear",28549,18463,13714,2.4,"F",4,"Pure"
"548","1HGCR2F58HA231950",8500,2017,"HONDA","ACCORD SPO","ACCORD SPO","SEDAN 4D","RED","Side",44266,17352,14097,2.4,"F",4,"Pure"
"549","1N4AA6AP0HC379789",4450,2017,"NISSAN","MAXIMA","MAXIMA 3.5","SEDAN 4D","BLACK","Rear",40326,21275,0,3.5,"F",6,"Minimum"
"550","4T1BF1FK3HU328079",5000,2017,"TOYOTA","CAMRY","Camry LE","SEDAN 4D","WHITE","Front",97283,21548,0,2.5,"F",4,"Minimum"
"551","3CZRU6H51HM716973",6600,2017,"HONDA","HR-V EX","HR-V EX","4DR SPOR","BLACK","Front",25278,19922,13930,1.8,"All",4,"Pure"
"552","JTMRFREV1HD201697",10300,2017,"TOYOTA","RAV4 XLE","RAV4 XLE","4DR SPOR","GRAY","Rear",33326,22084,0,2.5,"All",4,"Pure"
"553","4T1BF1FK1HU453985",6900,2017,"TOYOTA","CAMRY","Camry LE","SEDAN 4D","SILVER","Front",50779,13569,14245,2.5,"F",4,"Pure"
"554","19XFC2F73HE006346",7500,2017,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","WHITE","Rear",35512,16066,11904,2,"F",4,"Pure"
"555","4T1BK1EB8HU263677",7000,2017,"TOYOTA","AVALON","AVALON XLE","SEDAN 4D","BLUE","ALL OVER",11448,22350,14351,3.5,"F",6,"Minimum"
"556","2T1BURHE5HC749816",5600,2017,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","SILVER","Front",31061,14779,14779,1.8,"F",4,"Minimum"
"557","5FNYF5H15HB034783",6400,2017,"HONDA","PILOT LX","PILOT LX","4DR SPOR","WHITE","Side",49289,22695,20489,3.5,"F",6,"Pure"
"558","1HGCR3F94HA038428",5600,2017,"HONDA","ACCORD","ACCORD TOU","SEDAN 4D","SILVER","Rear",28937,23439,23439,3.5,"F",6,"Minimum"
"559","WVGSV7AX4HK019712",6900,2017,"VOLKSWAGEN","TIGUAN WOL","TIGUAN WOL","4DR SPOR","WHITE","Front",46219,16507,11856,2,"All",4,"Minimum"
"560","1N4AA6AP5HC376130",3650,2017,"NISSAN","MAXIMA","MAXIMA 3.5","SEDAN 4D","WHITE","Front",74703,19155,14308,3.5,"F",6,"Minimum"
"561","JTJBARBZ9H2148196",8200,2017,"LEXUS","NX 200T","NX 200T","4DR SPOR","WHITE","Front",18592,31833,32005,2,"All",4,"Pure"
"562","19UUB3F55HA003127",9700,2017,"ACURA","TLX","TLX TECH","SEDAN 4D","BLUE","Minor",35016,25697,28992,3.5,"All",6,"Pure"
"563","4T1BF1FK7HU319997",6300,2017,"TOYOTA","CAMRY","Camry LE","SEDAN 4D","SILVER","Front",43326,15510,14014,2.5,"F",4,"Pure"
"564","1N4AA6AP5HC456317",4850,2017,"NISSAN","MAXIMA","MAXIMA 3.5","SEDAN 4D","RED","Front",16386,19770,17269,3.5,"F",6,"Minimum"
"565","5J8TB4H36HL030936",11800,2017,"ACURA","RDX","RDX","4DR SPOR","WHITE","STRIPPED",26950,29087,0,3.5,"All",6,"Minimum"
"566","JTMBFREV3HJ171511",8000,2017,"TOYOTA","RAV4 LE","RAV4 LE","4DR SPOR","WHITE","Front",23214,22520,0,2.5,"All",4,"Minimum"
"567","2HGFC2F50HH563316",3250,2017,"HONDA","CIVIC LX","CIVIC LX","SEDAN 4D","BLACK","Rear",33069,14169,15819,2,"F",4,"Minimum"
"568","3CZRU6H50HM702384",6100,2017,"HONDA","HR-V EX","HR-V EX","4DR SPOR","WHITE","Rear",27948,19443,13755,1.8,"All",4,"Pure"
"569","JTMBFREV6HJ151785",6500,2017,"TOYOTA","RAV4 LE","RAV4 LE","4DR SPOR","WHITE","Front",15339,21469,25609,2.5,"All",4,"Minimum"
"570","19XFC2F77HE052570",6800,2017,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","GRAY","Front",4079,18279,0,2,"F",4,"Approval"
"571","2HGFC2F75HH502416",4300,2017,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","RED","Front",29636,16942,12067,2,"F",4,"Pure"
"572","4JGED6EB3HA082878",0,2017,"MERCEDES-BENZ","GLE COUPE","GLE COUPE","4DR SPOR","WHITE","Front",25773,66995,0,3,"All",6,"Minimum"
"573","WP1AA2A21HKA86656",22800,2017,"PORSCHE","CAYENNE","CAYENNE","4DR SPOR","WHITE","Rear",30310,29973,0,3.6,"All",6,"Minimum"
"574","WAUENAF46HN062408",10700,2017,"AUDI","A4","A4 PREMIUM","SEDAN 4D","BLUE","Rear",11488,32196,27038,2,"All",4,"Pure"
"575","1N4AA6AP7HC391731",2000,2017,"NISSAN","MAXIMA","MAXIMA 3.5","SEDAN 4D","BLUE","Side",14282,18159,21464,3.5,"F",6,"Pure"
"576","WBXHT3C31H5F72507",8500,2017,"BMW","X1 XDRIVE2","X1 XDRIVE2","4DR SPOR","GRAY","Front",12836,28005,24750,2,"All",4,"Minimum"
"577","58ABK1GGXHU038937",10100,2017,"LEXUS","ES350","ES 350","SEDAN 4D","BLACK","Front",14874,34183,0,3.5,"F",6,"Minimum"
"578","1HGCR2F36HA038999",3850,2017,"HONDA","ACCORD LX","ACCORD LX","SEDAN 4D","GRAY","Front",92816,14369,0,2.4,"F",4,"Pure"
"579","19XFC2F53HE210174",3000,2017,"HONDA","CIVIC LX","CIVIC LX","SEDAN 4D","BLUE","Rear",35561,13043,10099,2,"F",4,"Minimum"
"580","JTMRFREV9HJ131416",8100,2017,"TOYOTA","RAV4 XLE","RAV4 XLE","4DR SPOR","BLUE","Side",21637,20978,18532,2.5,"All",4,"Minimum"
"581","19XFC2F78HE226159",3900,2017,"HONDA","CIVIC","CIVIC EX","SEDAN 4D","BLACK","Front",56219,13900,15484,2,"F",4,"Pure"
"582","1HGCR2F33HA170764",2050,2017,"HONDA","ACCORD LX","ACCORD LX","SEDAN 4D","BLACK","Front",56895,14826,13920,2.4,"F",4,"Pure"
"583","5YFBURHE6HP672213",3700,2017,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","GRAY","Front",28160,14448,14131,1.8,"F",4,"Approval"
"584","1HGCR2F34HA267780",4550,2017,"HONDA","ACCORD LX","ACCORD LX","SEDAN 4D","CHARCOAL","Rear",31580,15864,11537,2.4,"F",4,"Minimum"
"585","1N4AA6AP8HC442234",7100,2017,"NISSAN","MAXIMA","MAXIMA 3.5","SEDAN 4D","RED","Front",39060,19831,0,3.5,"F",6,"Approval"
"586","4T1BF1FK9HU815514",5800,2017,"TOYOTA","CAMRY","Camry LE","SEDAN 4D","BLACK","Front",100997,10906,15140,2.5,"F",4,"Pure"
"587","5YMKW8C58H0U71698",32500,2017,"BMW","X6","X6 M","4DR SPOR","BLUE","Front",14128,65119,52098,4.4,"All",8,"Minimum"
"588","2T1BURHE3HC762953",5300,2017,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","RED","Rear",33139,14249,14249,1.8,"F",4,"Minimum"
"589","4JGDA5HB2HA945969",11700,2017,"MERCEDES-BENZ","GLE 350 4M","GLE 350 4M","4DR SPOR","WHITE","ROLLOVER",25112,41549,31162,3.5,"All",6,"Pure"
"590","JTMWFREV4HJ700899",8900,2017,"TOYOTA","RAV4 XLE","RAV4 XLE","4DR SPOR","WHITE","Rear",22497,19332,16132,2.5,"F",4,"Pure"
"591","5YFBURHE1HP698248",4950,2017,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","RED","Front",29780,16118,0,1.8,"F",4,"Pure"
"592","2T3ZFREV7HW317750",6200,2017,"TOYOTA","RAV4 LE","RAV4 LE","4DR SPOR","BLACK","Rear",47012,18763,13749,2.5,"F",4,"Minimum"
"593","WDCTG4EB4HJ315619",8250,2017,"MERCEDES-BENZ","GLA 250","GLA 250","4DR SPOR","WHITE","Front",35037,25409,0,2,"F",4,"Pure"
"594","WBS3U9C5XHP970611",30500,2017,"BMW","M4","M4","CONVERTI","WHITE","Rear",24402,59071,0,3,"R",6,"Minimum"
"595","2T1BURHE8HC763502",4400,2017,"TOYOTA","COROLLA","COROLLA L","SEDAN 4D","RED","Front",42289,12946,12005,1.8,"F",4,"Pure"
"596","2HGFC2F5XHH555983",2350,2017,"HONDA","CIVIC LX","CIVIC LX","SEDAN 4D","CHARCOAL","Rear",7724,19333,0,2,"F",4,"Pure"
"597","1HGCR2F76HA294479",5500,2017,"HONDA","ACCORD EX","ACCORD EX","SEDAN 4D","BLACK","Front",11467,19748,15786,2.4,"F",4,"Pure"
"598","5UXKR2C51H0U20944",17900,2017,"BMW","X5 SDRIVE3","X5 SDRIVE3","4DR SPOR","WHITE","Side",49744,38250,20243,3,"R",6,"Pure"
