Unnamed: 0,VIN,Price,Year,Make,Model.Group,Model.Detail,Body.Style,Color,Damage.Description,Odometer,Est..Retail.Value,Repair.cost,Engine,Drive,Cylinders,Sale.Status,ImportPrice
450,1N4AL3AP8GC218209,2800,2016,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,GRAY,Rear,56751,11379,8325,2.5,F,4,Pure,4737
451,3N1CN7AP2GL878306,1200,2016,NISSAN,VERSA,VERSA S,SEDAN 4D,BLACK,Side,13515,10787,11566,1.6,F,4,Pure,2962
452,3N1CN7AP2GL845953,1850,2016,NISSAN,VERSA,VERSA S,SEDAN 4D,SILVER,Rear,10322,10797,5292,1.6,F,4,Pure,2130
453,KNMAT2MV6GP682199,7000,2016,NISSAN,ROGUE S,ROGUE S,4DR SPOR,BLACK,Rear,33903,26083,12436,2.5,All,4,Minimum,2468
454,1N4AA6AP3GC402352,3750,2016,NISSAN,MAXIMA,MAXIMA 3.5,SEDAN 4D,BLACK,Front,40033,19142,9983,3.5,F,6,Pure,5145
455,1N4AL3AP7GC224972,2950,2016,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,BLACK,Side,71369,10327,9650,2.5,F,4,Pure,5321
456,3N1CN7AP1GL859276,1500,2016,NISSAN,VERSA,VERSA S,SEDAN 4D,BLUE,Front,45934,9326,1620,1.6,F,4,Pure,3040
457,KNMAT2MTXGP598644,4850,2016,NISSAN,ROGUE S,ROGUE S,4DR SPOR,GRAY,Front,45209,17480,11256,2.5,F,4,Pure,2286
458,3N1AB7AP9GY283472,1950,2016,NISSAN,SENTRA,SENTRA S,SEDAN 4D,WHITE,Front,70607,8455,11226,1.8,F,4,Minimum,4028
459,3N1AB7AP3GY247860,1800,2016,NISSAN,SENTRA,SENTRA S,SEDAN 4D,WHITE,Mechanical,89438,7267,3000,1.8,F,4,Minimum,2520
460,5N1AT2MVXGC888662,3900,2016,NISSAN,ROGUE S,ROGUE S,4DR SPOR,GRAY,Front,17450,17673,10306,2.5,All,4,Minimum,2442
461,3N1CN7AP6GL814589,2650,2016,NISSAN,VERSA,VERSA S,SEDAN 4D,SILVER,Rear,87741,7957,5464,1.6,F,4,Pure,3533
462,5N1AR2MM1GC614093,6600,2016,NISSAN,PATHFINDER,PATHFINDER,4DR SPOR,SILVER,Front,28722,24712,18886,3.5,4x4,6,Minimum,2884
463,1N4AL3AP5GC268064,3500,2016,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,BLUE,Side,29683,11158,8421,2.5,F,4,Pure,6030
464,1N4AA6AP4GC407141,4150,2016,NISSAN,MAXIMA,MAXIMA 3.5,SEDAN 4D,WHITE,Front,57731,19732,14391,3.5,F,6,Minimum,3325
465,3N1AB7AP3GY339356,2100,2016,NISSAN,SENTRA,SENTRA S,SEDAN 4D,CHARCOAL,Front,59329,10487,0,1.8,F,4,Approval,5421
466,KNMAT2MT3GP668890,6100,2016,NISSAN,ROGUE S,ROGUE S,4DR SPOR,WHITE,Side,40063,16063,12217,2.5,F,4,Minimum,2598
467,1N4AL3AP9GC260727,1800,2016,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,GRAY,Front,80764,9714,9714,2.5,F,4,Pure,4677
468,JN8AT2MT5GW026360,3250,2016,NISSAN,ROGUE S,ROGUE S,4DR SPOR,SILVER,Front,3732,16326,18346,2.5,F,4,Minimum,2609
469,JN8AT2MV3GW144327,3550,2016,NISSAN,ROGUE S,ROGUE S,4DR SPOR,GRAY,Rear,28990,18735,17898,2.5,All,4,Approval,3196
470,1N4AL3AP7GN390221,4100,2016,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,GRAY,Front,21406,14598,0,2.5,F,4,Minimum,3352
471,1N4AL3AP2GC259791,1750,2016,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,WHITE,Rear,26909,14380,12106,2.5,F,4,Minimum,3638
472,1N4AL3AP3GN366305,2850,2016,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,BLACK,Front,41557,12026,11247,2.5,F,4,Minimum,2596
473,3N1AB7AP8GY213770,1750,2016,NISSAN,SENTRA,SENTRA S,SEDAN 4D,BLUE,Rear,79771,6171,0,1.8,F,4,Pure,2988
474,3N1CN7AP5GL916739,1750,2016,NISSAN,VERSA,VERSA S,SEDAN 4D,WHITE,Side,9283,9008,8496,1.6,F,4,Pure,2416
475,3N1CN7AP5GL837717,725,2016,NISSAN,VERSA,VERSA S,SEDAN 4D,BLUE,Front,77969,6320,12413,1.6,F,4,Pure,2416
476,1N4AL3AP5GN358223,3400,2016,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,GRAY,Side,13508,13600,10069,2.5,F,4,Minimum,1883
477,3N1AB7APXGY280385,2900,2016,NISSAN,SENTRA,SENTRA S,SEDAN 4D,WHITE,Side,16778,12828,11614,1.8,F,4,Minimum,3274
478,3N1AB7AP0GL671106,1600,2016,NISSAN,SENTRA,SENTRA S,SEDAN 4D,GRAY,Front,30301,12721,14475,1.8,F,4,Pure,3014
479,1N4AL3AP9GC211396,2800,2016,NISSAN,ALTIMA,ALTIMA 2.5,SEDAN 4D,BLACK,Rear,39156,15885,14626,2.5,F,4,Minimum,2338
480,3N1CN7AP7GL879614,1250,2016,NISSAN,VERSA,VERSA S,SEDAN 4D,WHITE,Front,36505,8980,0,1.6,F,4,Minimum,2962
481,KNMAT2MV6GP673180,3000,2016,NISSAN,ROGUE S,ROGUE S,4DR SPOR,GRAY,Rear,44316,18425,18072,2.5,All,4,Pure,2156
482,5N1AZ2MH3GN135505,6800,2016,NISSAN,MURANO S,MURANO S,4DR SPOR,GRAY,Front,47884,29353,0,3.5,All,6,Minimum,3066
483,3N1AB7AP3GL658964,1850,2016,NISSAN,SENTRA,SENTRA S,SEDAN 4D,WHITE,Front,34768,14612,2501,1.8,F,4,Approval,6079
484,3N1AB7AP1GY223475,3050,2016,NISSAN,SENTRA,SENTRA S,SEDAN 4D,GRAY,Minor,99973,8850,0,1.8,F,4,Minimum,2468
485,JN1AZ4EH1HM950844,10200,2017,NISSAN,370Z,370Z BASE,COUPE,BLACK,Front,30516,24567,0,3.7,R,6,Approval,3092
486,1N4AA6AP6HC390070,5900,2017,NISSAN,MAXIMA,MAXIMA 3.5,SEDAN 4D,BLACK,Front,99382,19473,0,3.5,F,6,Approval,7134
487,1N4AA6AP0HC379789,4450,2017,NISSAN,MAXIMA,MAXIMA 3.5,SEDAN 4D,BLACK,Rear,40326,21275,0,3.5,F,6,Minimum,5856
488,1N4AA6AP5HC376130,3650,2017,NISSAN,MAXIMA,MAXIMA 3.5,SEDAN 4D,WHITE,Front,74703,19155,14308,3.5,F,6,Minimum,5495
489,1N4AA6AP5HC456317,4850,2017,NISSAN,MAXIMA,MAXIMA 3.5,SEDAN 4D,RED,Front,16386,19770,17269,3.5,F,6,Minimum,5296
490,1N4AA6AP7HC391731,2000,2017,NISSAN,MAXIMA,MAXIMA 3.5,SEDAN 4D,BLUE,Side,14282,18159,21464,3.5,F,6,Pure,5595
491,1N4AA6AP8HC442234,7100,2017,NISSAN,MAXIMA,MAXIMA 3.5,SEDAN 4D,RED,Front,39060,19831,0,3.5,F,6,Approval,4886
492,1N4AA6AP2HC364713,1950,2017,NISSAN,MAXIMA,MAXIMA 3.5,SEDAN 4D,BLACK,ROLLOVER,62727,17783,18395,3.5,F,6,Pure,6154
493,1N4AA6AP0HC378514,7100,2017,NISSAN,MAXIMA,MAXIMA 3.5,SEDAN 4D,BURGUNDY,Front,47321,23676,16491,3.5,F,6,Minimum,4874
494,JN1AZ4EH5HM954296,3700,2017,NISSAN,370Z,370Z BASE,COUPE,WHITE,Side,18032,23108,22530,3.7,R,6,Pure,6154
495,JN1AR5EF9HM820735,58000,2017,NISSAN,GTR,GT-R PREMI,COUPE,BLUE,Side,28918,98388,0,3.8,All,6,Approval,5518
496,1N4AA6AP1HC378148,4850,2017,NISSAN,MAXIMA,MAXIMA 3.5,SEDAN 4D,BLACK,Front,54875,34899,0,3.5,F,6,Approval,31657
497,WP1AA2A29GKA09869,16500,2016,PORSCHE,CAYENNE,CAYENNE,4DR SPOR,BLACK,Side,33931,45018,45018,3.6,All,6,Pure,5595
498,WP0BB2A93GS136875,60500,2016,PORSCHE,911,911 TARGA,COUPE,BLACK,Side,28402,121454,22141,3.8,All,6,Minimum,10084
499,WP1AA2A20GLA11522,22300,2016,PORSCHE,CAYENNE,CAYENNE,4DR SPOR,BLACK,Front,11695,48574,16252,3.6,All,6,Minimum,32956
500,WP0BB2A92HS136433,58000,2017,PORSCHE,911,911 TARGA,COUPE,BLUE,Rear,15123,131998,32145,3.0,All,6,Minimum,13099
501,WP0AF2A71HL153104,58000,2017,PORSCHE,PANAMERA,PANAMERA T,SEDAN 4D,CHARCOAL,Wear,29684,156807,0,4.8,All,8,Minimum,31657
502,WP1AA2A21HKA86656,22800,2017,PORSCHE,CAYENNE,CAYENNE,4DR SPOR,WHITE,Rear,30310,29973,0,3.6,All,6,Minimum,31657
503,5YFBURHE9GP562478,5800,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,WHITE,Side,21544,18148,0,1.8,F,4,Pure,13359
504,4T1BF1FK8GU540572,5100,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,BLUE,Front,32213,17550,15662,2.5,F,4,Minimum,4521
505,4T1BF1FK2GU551938,5400,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,WHITE,Front,61219,16508,0,2.5,F,4,Minimum,4158
506,4T1BF1FKXGU503958,6300,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,BLUE,Side,95099,13531,0,2.5,F,4,Pure,4313
507,5YFBURHE0GP393399,4150,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLUE,Rear,59166,14631,9015,1.8,F,4,Pure,4781
508,5YFBURHE8GP538298,3600,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLUE,Rear,32397,14891,0,1.8,F,4,Pure,3663
509,4T1BF1FK6GU141482,4800,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,BLACK,Front,43231,17432,17074,2.5,F,4,Minimum,3378
510,3MYDLBZV3GY110514,1400,2016,TOYOTA,SCION,SCION IA,SEDAN 4D,BLUE,Front,28300,12945,0,1.5,F,4,Minimum,4002
511,5TDYK3DC6GS714614,10000,2016,TOYOTA,SIENNA XLE,SIENNA XLE,SPORTS V,BLUE,Rear,61604,27509,10864,3.5,F,6,Minimum,2234
512,4T1BF1FK0GU154888,3650,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,WHITE,Front,75371,11138,16017,2.5,F,4,Minimum,6875
513,4T1BF1FK5GU596565,5500,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,CHARCOAL,Front,66776,11312,11883,2.5,F,4,Pure,3404
514,5YFBURHE5GP494096,3200,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,WHITE,Rear,61168,11749,10960,1.8,F,4,Pure,4366
515,JTEZU5JR5G5118690,7900,2016,TOYOTA,4RUNNER SR,4RUNNER SR,4DR SPOR,BLUE,Front,53486,26572,21474,4.0,R,6,Pure,3170
516,4T4BF1FK8GR565381,4650,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,WHITE,Front,53406,13462,23902,2.5,F,4,Minimum,6877
517,5YFBURHE9GP460257,2700,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,GRAY,Front,45669,11548,16810,1.8,F,4,Minimum,3924
518,3MYDLBZV7GY105638,2350,2016,TOYOTA,SCION,SCION IA,SEDAN 4D,CHARCOAL,Side,41050,10581,8702,1.5,F,4,Minimum,2910
519,4T4BF1FK7GR577098,5500,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,BLACK,Side,49252,15400,0,2.5,F,4,Minimum,2728
520,4T1BF1FK0GU608878,5400,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,GRAY,Front,40088,15977,0,2.5,F,4,Minimum,4366
521,5YFBURHE0GP440575,2850,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,CHARCOAL,Front,22193,13202,13635,1.8,F,4,Pure,4313
522,4T1BF1FK6GU541834,4650,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,RED,Front,79203,13191,23628,2.5,F,4,Pure,2988
523,4T1BF1FK2GU555472,4800,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,MAROON,Rear,162716,9780,7427,2.5,F,4,Minimum,3924
524,2T1BURHE4GC523538,3250,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,WHITE,Front,67593,11570,11570,1.8,F,4,Pure,4002
525,4T1BF1FK3GU525560,5700,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,BLUE,Rear,59080,13908,11324,2.5,F,4,Minimum,3196
526,2T3DFREV0GW467465,9300,2016,TOYOTA,RAV4 LIMIT,RAV4 LIMIT,4DR SPOR,PURPLE,Front,34186,23588,17007,2.5,All,4,Pure,4469
527,5TDJKRFHXGS289878,14400,2016,TOYOTA,HIGHLANDER,HIGHLANDER,4DR SPOR,GRAY,Front,22742,30440,16589,3.5,All,6,Pure,6341
528,4T1BF1FK5GU196084,5200,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,SILVER,ALL OVER,63817,13287,10308,2.5,F,4,Pure,8992
529,5TDJKRFH8GS505310,15400,2016,TOYOTA,HIGHLANDER,HIGHLANDER,4DR SPOR,WHITE,Front,27853,38495,0,3.5,All,6,Approval,4209
530,2T3BFREV8GW414021,7700,2016,TOYOTA,RAV4 LE,RAV4 LE,4DR SPOR,SILVER,Front,19789,20238,17960,2.5,All,4,Minimum,9512
531,2T1BURHE6GC622040,3500,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLACK,Front,52117,11883,9325,1.8,F,4,Pure,5509
532,5TDJKRFH6GS316588,15100,2016,TOYOTA,HIGHLANDER,HIGHLANDER,4DR SPOR,WHITE,Side,31797,25678,13487,3.5,All,6,Approval,3325
533,2T1BURHE1GC673025,0,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,RED,Front,18754,13387,0,1.8,F,4,Minimum,9356
534,4T1BF1FK8GU598469,6000,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,SILVER,Front,54624,13820,9138,2.5,F,4,Minimum,9356
535,2T1BURHE9GC599742,4650,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,WHITE,Rear,39162,14665,10452,1.8,F,4,Minimum,4625
536,4T1BF1FKXGU519769,4850,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,BLUE,Front,54251,15867,19468,2.5,F,4,Minimum,3924
537,JTMDFREV0GD194881,10900,2016,TOYOTA,RAV4 LIMIT,RAV4 LIMIT,4DR SPOR,WHITE,Front,24716,24795,20544,2.5,All,4,Minimum,4028
538,4T1BF1FK2GU234466,4000,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,BLACK,Front,58321,14693,9705,2.5,F,4,Minimum,7173
539,5TDKK3DC8GS756000,7200,2016,TOYOTA,SIENNA LE,SIENNA LE,SPORTS V,SILVER,Side,35154,21715,16881,3.5,F,6,Minimum,3586
540,4T1BF1FK7GU548470,4900,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,BLUE,Front,79571,10645,17202,2.5,F,4,Pure,6179
541,5TDDK3DC1GS138509,8600,2016,TOYOTA,SIENNA XLE,SIENNA XLE,SPORTS V,BEIGE,Rear,57746,27000,24000,3.5,All,6,Pure,4054
542,5TDXK3DC4GS738535,6300,2016,TOYOTA,SIENNA SE,SIENNA SE,SPORTS V,GRAY,Side,52608,25663,16893,3.5,F,6,Minimum,6527
543,5YFBURHE9GP398469,4200,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,SILVER,Side,61987,13103,9150,1.8,F,4,Minimum,5955
544,2T1BURHE8GC656092,4250,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLUE,Side,44728,13943,13943,1.8,F,4,Minimum,3690
545,5TDZKRFH0GS175908,10200,2016,TOYOTA,HIGHLANDER,HIGHLANDER,4DR SPOR,BROWN,Rear,34984,24848,18044,3.5,F,6,Pure,3716
546,5TDBKRFH8GS354702,10300,2016,TOYOTA,HIGHLANDER,HIGHLANDER,4DR SPOR,GRAY,Rear,30832,27433,0,3.5,All,6,Pure,6925
547,JTEBU5JR1G5337678,9600,2016,TOYOTA,4RUNNER SR,4RUNNER SR,4DR SPOR,GRAY,Front,59796,27775,0,4.0,4x4,6,Minimum,6950
548,4T1BF1FK5GU263458,2600,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,BLACK,Front,29403,15650,13232,2.5,F,4,Pure,7300
549,4T4BF1FK8GR555000,5400,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,GRAY,Rear,39637,15226,10483,2.5,F,4,Pure,2858
550,3MYDLBZV3GY104387,1600,2016,TOYOTA,SCION,SCION IA,SEDAN 4D,GRAY,Front,98454,8905,6853,1.5,F,4,Minimum,4313
551,4T4BF1FK0GR550809,5700,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,BLUE,Front,36814,14597,11130,2.5,F,4,Minimum,2338
552,4T1BF1FK4GU131081,6600,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,GRAY,Side,44728,16916,10040,2.5,F,4,Pure,4469
553,4T1BF1FK5GU159262,6900,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,WHITE,Side,69639,13839,0,2.5,F,4,Pure,4937
554,JTMWFREVXGD091492,8600,2016,TOYOTA,RAV4 XLE,RAV4 XLE,4DR SPOR,BLUE,Rear,31170,18781,14779,2.5,F,4,Pure,5093
555,5TDYKRFH8GS129223,9300,2016,TOYOTA,HIGHLANDER,HIGHLANDER,4DR SPOR,SILVER,Front,39511,31160,22485,3.5,F,6,Pure,5977
556,5TDYKRFH7GS123462,14600,2016,TOYOTA,HIGHLANDER,HIGHLANDER,4DR SPOR,GRAY,Front,43963,33010,15179,3.5,F,6,Minimum,6701
557,JTEZU5JR3G5114556,6700,2016,TOYOTA,4RUNNER SR,4RUNNER SR,4DR SPOR,GRAY,Front,60874,25911,24976,4.0,R,6,Minimum,9096
558,2T3YFREV7GW279835,8500,2016,TOYOTA,RAV4 LIMIT,RAV4 LIMIT,4DR SPOR,BLACK,Front,47903,21471,16164,2.5,F,4,Minimum,6579
559,5YFBURHE5GP555348,4650,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,SILVER,Rear,67710,13240,11757,1.8,F,4,Pure,5925
560,JTMWFREV6GJ065909,7200,2016,TOYOTA,RAV4 XLE,RAV4 XLE,4DR SPOR,WHITE,Front,81104,18745,14955,2.5,F,4,Minimum,3924
561,5YFBURHE1GP440617,3900,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,WHITE,Front,72637,12032,15166,1.8,F,4,Minimum,5249
562,JTEBU5JR0G5323092,14100,2016,TOYOTA,4RUNNER SR,4RUNNER SR,4DR SPOR,SILVER,Front,45280,31779,21790,4.0,4x4,6,Pure,3533
563,5TDKK3DC3GS705083,7900,2016,TOYOTA,SIENNA LE,SIENNA LE,SPORTS V,SILVER,Front,71323,17103,21123,3.5,F,6,Minimum,8836
564,5YFBURHE5GP474754,3200,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLUE,Side,27802,12337,9491,1.8,F,4,Minimum,6353
565,3MYDLBZV2GY124338,5700,2016,TOYOTA,SCION,SCION IA,SEDAN 4D,BLACK,Front,63150,9369,7062,1.5,F,4,Approval,3170
566,4T1BK1FK1GU571688,4750,2016,TOYOTA,CAMRY,Camry XSE,SEDAN 4D,GRAY,Front,27479,22000,20000,3.5,F,6,Minimum,4469
567,2T1BURHE1GC585401,2500,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLACK,Rear,75193,17205,17205,1.8,F,4,Pure,5570
568,2T1BURHE4GC554434,4600,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,WHITE,Front,51600,15100,13700,1.8,F,4,Pure,2806
569,JTMZFREV9GD087401,5900,2016,TOYOTA,RAV4 LE,RAV4 LE,4DR SPOR,GRAY,Front,73158,14921,8221,2.5,F,4,Pure,3898
570,5YFBURHE8GP434295,2750,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLACK,Front,42665,13742,8417,1.8,F,4,Minimum,4573
571,2T1BURHE3GC602103,5600,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,WHITE,Front,50889,15165,12236,1.8,F,4,Minimum,2936
572,4T1BF1FK9GU117712,6500,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,WHITE,Front,127189,9477,8363,2.5,F,4,Minimum,4417
573,JTMRFREV4GJ103828,7900,2016,TOYOTA,RAV4 XLE,RAV4 XLE,4DR SPOR,ORANGE,Front,20954,21606,21606,2.5,All,4,Minimum,4885
574,4T1BF1FK8GU242202,6300,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,BLACK,Side,34773,12569,10680,2.5,F,4,Pure,5613
575,2T1BURHE9GC641424,3500,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLUE,Rear,21530,12079,9314,1.8,F,4,Pure,4781
576,4T1BK1EB4GU219724,9400,2016,TOYOTA,AVALON,AVALON XLE,SEDAN 4D,BLACK,Front,28311,22373,14142,3.5,F,6,Minimum,3325
577,5TDYK3DC3GS733198,7900,2016,TOYOTA,SIENNA XLE,SIENNA XLE,SPORTS V,SILVER,Front,24601,24800,0,3.5,F,6,Minimum,6726
578,4T4BF1FK8GR576915,2800,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,WHITE,Rear,45499,15352,25998,2.5,F,4,Minimum,6353
579,2T1BURHE1GC630031,3600,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLACK,Rear,47370,12130,0,1.8,F,4,Minimum,2962
580,2T1BURHEXGC558844,2850,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLUE,Side,28218,14698,10437,1.8,F,4,Pure,3378
581,2T1BURHE5GC716555,4550,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLUE,Rear,36364,12887,9280,1.8,F,4,Pure,2988
582,4T1BF1FK2GU135291,3600,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,BLACK,Rear,63612,14523,16883,2.5,F,4,Minimum,3871
583,5YFBURHE4GP442541,3600,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,GRAY,Front,73137,12650,0,1.8,F,4,Minimum,3378
584,4T1BF1FK9GU198565,5500,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,SILVER,Front,23814,16469,19953,2.5,F,4,Pure,3378
585,2T1BURHE8GC717585,2700,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,SILVER,Front,71161,11448,0,1.8,F,4,Approval,4366
586,4T1BF1FK1GU614172,4850,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,TAN,Front,35770,14952,15986,2.5,F,4,Minimum,2910
587,5YFBURHE2GP514031,4150,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,WHITE,Front,53675,13542,9521,1.8,F,4,Pure,4028
588,4T1BK1EB3GU226065,9100,2016,TOYOTA,AVALON,AVALON XLE,SEDAN 4D,WHITE,Front,80266,18955,27688,3.5,F,6,Pure,3663
589,4T1BF1FK1GU207484,6700,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,SILVER,Rear,39745,14019,4435,2.5,F,4,Pure,6651
590,2T3JFREV3GW447214,13200,2016,TOYOTA,RAV4 SE,RAV4 SE,4DR SPOR,WHITE,Rear,29773,23961,11274,2.5,All,4,Pure,4989
591,4T1BF1FK7GU157383,6300,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,SILVER,Front,36452,14548,7293,2.5,F,4,Minimum,8368
592,2T1BURHE6GC487786,3050,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,SILVER,Front,39159,11597,16237,1.8,F,4,Minimum,4781
593,JTMDFREV8GJ074411,11900,2016,TOYOTA,RAV4 LIMIT,RAV4 LIMIT,4DR SPOR,RED,Rear,36162,26257,17839,2.5,All,4,Pure,3092
594,2T1BURHE1GC498520,5000,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLACK,Rear,81139,13887,8883,1.8,F,4,Minimum,7692
595,4T1BF1FK1GU595879,5600,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,RED,Front,51418,13114,11742,2.5,F,4,Pure,4105
596,5TDJKRFH3GS248105,14100,2016,TOYOTA,HIGHLANDER,HIGHLANDER,4DR SPOR,BLUE,Front,60474,25091,0,3.5,All,6,Minimum,4417
597,2T1BURHE0GC602723,4750,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BROWN,Rear,46029,14461,12103,1.8,F,4,Pure,8836
598,4T1BF1FK9GU509394,2500,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,RED,Side,44500,16596,18127,2.5,F,4,Minimum,3975
599,5TDYK3DC4GS702655,9000,2016,TOYOTA,SIENNA XLE,SIENNA XLE,SPORTS V,SILVER,Rear,46384,25579,18048,3.5,F,6,Minimum,2806
