Unnamed: 0,VIN,Price,Year,Make,Model.Group,Model.Detail,Body.Style,Color,Damage.Description,Odometer,Est..Retail.Value,Repair.cost,Engine,Drive,Cylinders,Sale.Status,ImportPrice
600,5YFBURHEXGP563123,3150,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,SILVER,Front,32706,13519,10173,1.8,F,4,Pure,6626
601,2T1BURHE8GC725296,4000,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,RED,Front,36610,13999,10578,1.8,F,4,Minimum,3144
602,4T1BF1FK0GU194713,5800,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,BLACK,Wear,63579,19500,0,2.5,F,4,Minimum,3586
603,JTEBU5JR5G5405285,14100,2016,TOYOTA,4RUNNER SR,4RUNNER SR,4DR SPOR,BLACK,Front,27726,35436,22063,4.0,4x4,6,Pure,4521
604,3MYDLBZV5GY117030,2400,2016,TOYOTA,SCION,SCION IA,SEDAN 4D,BLUE,Rear,25601,12536,14237,1.5,F,4,Minimum,8836
605,4T1BF1FKXGU555719,6800,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,SILVER,Rear,31784,16175,13068,2.5,F,4,Pure,2754
606,5YFBURHE6GP558856,4450,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLACK,Front,30372,15386,11183,1.8,F,4,Pure,5041
607,JTMNFREV3GJ086843,6800,2016,TOYOTA,RAV4 SE,RAV4 SE,4DR SPOR,WHITE,Side,25427,23278,21170,2.5,F,4,Pure,3820
608,2T3WFREV3GW260688,8700,2016,TOYOTA,RAV4 XLE,RAV4 XLE,4DR SPOR,BLACK,Front,13974,19958,15016,2.5,F,4,Pure,5041
609,5YFBURHE0GP545116,3250,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,SILVER,Front,64822,10213,10101,1.8,F,4,Minimum,6029
610,4T1BF1FKXGU538161,4800,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,BLUE,Side,87316,12600,15125,2.5,F,4,Minimum,3196
611,5TDKK3DC5GS708566,6800,2016,TOYOTA,SIENNA LE,SIENNA LE,SPORTS V,WHITE,Front,29516,21970,21057,3.5,F,6,Minimum,4002
612,4T4BF1FK2GR566090,4200,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,BLACK,Front,46540,9469,9615,2.5,F,4,Pure,6079
613,2T1BURHE5GC710304,3200,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,WHITE,Front,89858,14000,0,1.8,F,4,Approval,3690
614,5YFBURHE4GP565465,3850,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,WHITE,Front,36104,12731,10829,1.8,F,4,Minimum,3170
615,5YFBURHE6GP489506,5900,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,WHITE,Rear,50597,13882,12293,1.8,F,4,Pure,3508
616,2T1BURHE2GC598724,3250,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,RED,Rear,61670,11972,9707,1.8,F,4,Pure,4573
617,5YFBURHE5GP447473,3200,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,GRAY,Front,57061,12252,6893,1.8,F,4,Minimum,3196
618,2T3BFREV1GW529608,5900,2016,TOYOTA,RAV4 LE,RAV4 LE,4DR SPOR,WHITE,ROLLOVER,30483,18826,18826,2.5,All,4,Minimum,3170
619,4T4BF1FK2GR518332,4900,2016,TOYOTA,CAMRY,Camry LE,SEDAN 4D,SILVER,Front,49877,14030,23848,2.5,F,4,Approval,4573
620,2T1BURHE5GC730603,4100,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLACK,Front,76382,15425,12532,1.8,F,4,Pure,4054
621,2T1BURHE4GC662181,3600,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,SILVER,ALL OVER,134332,12500,0,1.8,F,4,Pure,3638
622,2T1BURHE9GC647871,3450,2016,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLUE,Side,37571,12730,13227,1.8,F,4,Pure,3378
623,JTMZFREV0GJ099616,9000,2016,TOYOTA,RAV4 LE,RAV4 LE,4DR SPOR,BLUE,Front,35481,22425,0,2.5,F,4,Approval,3300
624,5YFBURHE4HP679502,7500,2017,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,SILVER,Rear,21098,15883,12508,1.8,F,4,Pure,6185
625,2T1BURHE6HC837855,4750,2017,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLACK,Side,33445,14750,0,1.8,F,4,Minimum,5405
626,4T1BF1FK7HU308966,7100,2017,TOYOTA,CAMRY,Camry LE,SEDAN 4D,BLUE,Rear,37053,17235,0,2.5,F,4,Pure,3975
627,5TDDZ3DC9HS156172,16400,2017,TOYOTA,SIENNA XLE,SIENNA XLE,SPORTS V,WHITE,Side,29902,33984,21112,3.5,All,6,Minimum,5197
628,JF1ZNAA19H8704349,5600,2017,TOYOTA,86 BASE,86 BASE,COUPE,BLACK,Rear,25657,20684,17774,2.0,R,4,Minimum,10032
629,4T1BF1FK5HU443718,5300,2017,TOYOTA,CAMRY,Camry LE,SEDAN 4D,SILVER,Front,19209,16827,18796,2.5,F,4,Pure,4417
630,4T1BF1FK8HU776060,4950,2017,TOYOTA,CAMRY,Camry LE,SEDAN 4D,WHITE,Front,44274,16030,19537,2.5,F,4,Minimum,4262
631,JTMYFREV7HD103964,11900,2017,TOYOTA,RAV4 LIMIT,RAV4 LIMIT,4DR SPOR,BLUE,Front,20461,28937,0,2.5,F,4,Approval,4079
632,5YFBURHE5HP585144,4800,2017,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,WHITE,Rear,64647,11399,8682,1.8,F,4,Pure,7692
633,5YFBURHE8HP635504,3600,2017,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,RED,Rear,31817,12554,8804,1.8,F,4,Minimum,4002
634,5YFBURHE5HP606204,4900,2017,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLACK,Rear,49892,12363,10025,1.8,F,4,Minimum,3378
635,2T1BURHE0HC789768,6600,2017,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLACK,Rear,32172,10692,6254,1.8,F,4,Minimum,4054
636,5TFRX5GN6HX095118,7800,2017,TOYOTA,TACOMA ACC,TACOMA ACC,CLUB CAB,WHITE,Front,18142,21200,0,2.7,R,4,Minimum,4937
637,JF1ZNAA13H8707683,6100,2017,TOYOTA,86 BASE,86 BASE,COUPE,WHITE,Front,13459,23775,0,2.0,R,4,Minimum,5561
638,JF1ZNAA16H8701263,5300,2017,TOYOTA,86 BASE,86 BASE,COUPE,WHITE,Front,28293,20725,0,2.0,R,4,Minimum,4677
639,4T1BF1FK3HU328079,5000,2017,TOYOTA,CAMRY,Camry LE,SEDAN 4D,WHITE,Front,97283,21548,0,2.5,F,4,Minimum,4262
640,JTMRFREV1HD201697,10300,2017,TOYOTA,RAV4 XLE,RAV4 XLE,4DR SPOR,GRAY,Rear,33326,22084,0,2.5,All,4,Pure,4105
641,4T1BF1FK1HU453985,6900,2017,TOYOTA,CAMRY,Camry LE,SEDAN 4D,SILVER,Front,50779,13569,14245,2.5,F,4,Pure,6861
642,4T1BK1EB8HU263677,7000,2017,TOYOTA,AVALON,AVALON XLE,SEDAN 4D,BLUE,ALL OVER,11448,22350,14351,3.5,F,6,Minimum,5093
643,2T1BURHE5HC749816,5600,2017,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,SILVER,Front,31061,14779,14779,1.8,F,4,Minimum,6129
644,4T1BF1FK7HU319997,6300,2017,TOYOTA,CAMRY,Camry LE,SEDAN 4D,SILVER,Front,43326,15510,14014,2.5,F,4,Pure,4417
645,JTMBFREV3HJ171511,8000,2017,TOYOTA,RAV4 LE,RAV4 LE,4DR SPOR,WHITE,Front,23214,22520,0,2.5,All,4,Minimum,4781
646,JTMBFREV6HJ151785,6500,2017,TOYOTA,RAV4 LE,RAV4 LE,4DR SPOR,WHITE,Front,15339,21469,25609,2.5,All,4,Minimum,5665
647,JTMRFREV9HJ131416,8100,2017,TOYOTA,RAV4 XLE,RAV4 XLE,4DR SPOR,BLUE,Side,21637,20978,18532,2.5,All,4,Minimum,4885
648,5YFBURHE6HP672213,3700,2017,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,GRAY,Front,28160,14448,14131,1.8,F,4,Approval,5717
649,4T1BF1FK9HU815514,5800,2017,TOYOTA,CAMRY,Camry LE,SEDAN 4D,BLACK,Front,100997,10906,15140,2.5,F,4,Pure,3429
650,2T1BURHE3HC762953,5300,2017,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,RED,Rear,33139,14249,14249,1.8,F,4,Minimum,4521
651,JTMWFREV4HJ700899,8900,2017,TOYOTA,RAV4 XLE,RAV4 XLE,4DR SPOR,WHITE,Rear,22497,19332,16132,2.5,F,4,Pure,4262
652,5YFBURHE1HP698248,4950,2017,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,RED,Front,29780,16118,0,1.8,F,4,Pure,6133
653,2T3ZFREV7HW317750,6200,2017,TOYOTA,RAV4 LE,RAV4 LE,4DR SPOR,BLACK,Rear,47012,18763,13749,2.5,F,4,Minimum,4079
654,2T1BURHE8HC763502,4400,2017,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,RED,Front,42289,12946,12005,1.8,F,4,Pure,4729
655,2T3ZFREV6HW389992,6800,2017,TOYOTA,RAV4 LE,RAV4 LE,4DR SPOR,SILVER,Front,23474,18976,15241,2.5,F,4,Minimum,3794
656,4T1BF1FK3HU811250,6400,2017,TOYOTA,CAMRY,Camry LE,SEDAN 4D,SILVER,Front,49692,14107,16995,2.5,F,4,Minimum,5041
657,5TDKZ3DC3HS815161,4550,2017,TOYOTA,SIENNA LE,SIENNA LE,SPORTS V,RED,ALL OVER,21753,22006,0,3.5,F,6,Pure,4833
658,4T1BF1FK3HU344556,6100,2017,TOYOTA,CAMRY,Camry LE,SEDAN 4D,WHITE,ALL OVER,54138,16906,0,2.5,F,4,Approval,5520
659,4T1BF1FK5HU332554,4350,2017,TOYOTA,CAMRY,Camry LE,SEDAN 4D,SILVER,Front,53364,15126,25773,2.5,F,4,Pure,4677
660,4T1BF1FK9HU351897,5400,2017,TOYOTA,CAMRY,Camry LE,SEDAN 4D,BLACK,Front,125399,9774,6528,2.5,F,4,Minimum,3767
661,4T1BF1FK0HU617484,3000,2017,TOYOTA,CAMRY,Camry LE,SEDAN 4D,BLUE,Front,73673,11518,23472,2.5,F,4,Pure,4313
662,4T1BF1FK4HU766299,3200,2017,TOYOTA,CAMRY,Camry LE,SEDAN 4D,BLUE,Front,38231,16062,17467,2.5,F,4,Minimum,3066
663,5TDYZ3DC3HS892431,14700,2017,TOYOTA,SIENNA XLE,SIENNA XLE,SPORTS V,BLACK,Rear,24910,26408,17139,3.5,F,6,Minimum,3170
664,4T1BF1FK2HU653483,6500,2017,TOYOTA,CAMRY,Camry LE,SEDAN 4D,SILVER,Front,22415,16267,11012,2.5,F,4,Minimum,9148
665,4T1BF1FK9HU656543,7700,2017,TOYOTA,CAMRY,Camry LE,SEDAN 4D,BLUE,Rear,47126,18352,7000,2.5,F,4,Minimum,4885
666,JTMBFREV4HJ123905,7300,2017,TOYOTA,RAV4 LE,RAV4 LE,4DR SPOR,WHITE,Rear,31528,20417,13472,2.5,All,4,Minimum,5509
667,4T1BF1FKXHU421939,7700,2017,TOYOTA,CAMRY,Camry LE,SEDAN 4D,WHITE,Front,50477,17099,17099,2.5,F,4,Minimum,5301
668,2T1BURHE3HC750236,3400,2017,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLUE,Front,61557,14416,11618,1.8,F,4,Minimum,5509
669,4T1BF1FK5HU316256,6600,2017,TOYOTA,CAMRY,Camry LE,SEDAN 4D,SILVER,Rear,65503,16008,7006,2.5,F,4,Pure,3274
670,5TFRX5GN8HX079406,5500,2017,TOYOTA,TACOMA ACC,TACOMA ACC,CLUB CAB,GRAY,Front,81489,18574,9496,2.7,R,4,Pure,4937
671,5YFBURHE9HP659780,4700,2017,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,WHITE,Front,55900,12693,0,1.8,F,4,Pure,4366
672,2T3WFREV8HW396428,10400,2017,TOYOTA,RAV4 XLE,RAV4 XLE,4DR SPOR,GRAY,Rear,23417,21735,0,2.5,F,4,Pure,3950
673,4T1BK1FK6HU578668,9300,2017,TOYOTA,CAMRY,Camry XSE,SEDAN 4D,BLACK,Side,29338,20035,10589,3.5,F,6,Pure,6913
674,5YFBURHE2HP585490,3550,2017,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLACK,Front,101906,9346,9887,1.8,F,4,Minimum,6701
675,4T1BF1FK7HU340817,4700,2017,TOYOTA,CAMRY,Camry LE,SEDAN 4D,BLACK,Rear,53921,14323,14148,2.5,F,4,Minimum,3352
676,2T1BURHEXHC894883,4850,2017,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLUE,Front,24141,17075,12732,1.8,F,4,Pure,3950
677,2T1BURHE2HC748395,4050,2017,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,RED,Front,54411,12328,13411,1.8,F,4,Minimum,4028
678,JTMZFREV2HD094112,6200,2017,TOYOTA,RAV4 LE,RAV4 LE,4DR SPOR,WHITE,Rear,30778,18815,0,2.5,F,4,Minimum,3612
679,3MYDLBYV5HY187825,4100,2017,TOYOTA,YARIS,YARIS IA,SEDAN 4D,WHITE,Rear,20004,12617,9642,1.5,F,4,Pure,4729
680,2T3RFREV7HW556540,12000,2017,TOYOTA,RAV4 XLE,RAV4 XLE,4DR SPOR,WHITE,Front,25622,21732,16605,2.5,All,4,Minimum,3638
681,4T1BF1FK4HU343965,7100,2017,TOYOTA,CAMRY,Camry LE,SEDAN 4D,WHITE,Front,37556,14080,11642,2.5,F,4,Pure,7744
682,2T1BURHE9HC784066,3850,2017,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,RED,Front,26027,13637,0,1.8,F,4,Minimum,5197
683,2T1BURHEXHC909074,3300,2017,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLUE,Front,72177,12900,0,1.8,F,4,Minimum,3508
684,4T1BF1FK4HU651041,5900,2017,TOYOTA,CAMRY,Camry LE,SEDAN 4D,BLACK,Side,52412,9274,0,2.5,F,4,Pure,3222
685,4T1BF1FK2HU806461,4450,2017,TOYOTA,CAMRY,Camry LE,SEDAN 4D,BLUE,Front,22161,16964,20171,2.5,F,4,Pure,4573
686,2T3BFREV3HW580285,7300,2017,TOYOTA,RAV4 LE,RAV4 LE,4DR SPOR,BLACK,Front,24871,19933,15594,2.5,All,4,Pure,3820
687,4T1BF1FK3HU716963,6700,2017,TOYOTA,CAMRY,Camry LE,SEDAN 4D,SILVER,Front,25572,17438,0,2.5,F,4,Minimum,5301
688,2T1BURHE8HC897474,2500,2017,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,RED,Front,14819,14022,11813,1.8,F,4,Pure,4989
689,JTMRFREV6HD199669,8600,2017,TOYOTA,RAV4 XLE,RAV4 XLE,4DR SPOR,CHARCOAL,ROLLOVER,28853,20831,18678,2.5,All,4,Minimum,2806
690,2T1BURHE4HC768311,5200,2017,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLUE,Rear,29772,16332,13202,1.8,F,4,Minimum,5977
691,2T3ZFREV7HW398202,6300,2017,TOYOTA,RAV4 LE,RAV4 LE,4DR SPOR,GRAY,Front,52402,16525,0,2.5,F,4,Minimum,4209
692,JTMZFREV4HJ148124,6800,2017,TOYOTA,RAV4 LE,RAV4 LE,4DR SPOR,RED,Rear,50481,19257,0,2.5,F,4,Pure,4781
693,2T1BURHE9HC802839,4850,2017,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLACK,Front,27476,15942,0,1.8,F,4,Pure,5041
694,4T1BF1FK6HU629462,6400,2017,TOYOTA,CAMRY,Camry LE,SEDAN 4D,SILVER,Front,49331,18240,0,2.5,F,4,Minimum,4028
695,4T1BF1FK0HU696414,6300,2017,TOYOTA,CAMRY,Camry LE,SEDAN 4D,RED,Front,30786,18126,0,2.5,F,4,Minimum,4833
696,JTMNFREV6HD101691,10100,2017,TOYOTA,RAV4 SE,RAV4 SE,4DR SPOR,SILVER,Front,45905,20408,16846,2.5,F,4,Pure,4781
697,2T3ZFREV6HW322440,5000,2017,TOYOTA,RAV4 LE,RAV4 LE,4DR SPOR,BLACK,Front,90869,14111,25138,2.5,F,4,Pure,6757
698,4T1BF1FK5HU767123,4850,2017,TOYOTA,CAMRY,Camry LE,SEDAN 4D,WHITE,Rear,34185,17373,12931,2.5,F,4,Pure,4105
699,4T1BF1FK0HU341338,5700,2017,TOYOTA,CAMRY,Camry LE,SEDAN 4D,SILVER,Front,38057,14032,9781,2.5,F,4,Minimum,4028
700,JTMZFREV8HJ720280,7400,2017,TOYOTA,RAV4 LE,RAV4 LE,4DR SPOR,WHITE,Front,23380,18365,0,2.5,F,4,Minimum,4469
701,2T3ZFREV0HW366174,8300,2017,TOYOTA,RAV4 LE,RAV4 LE,4DR SPOR,PURPLE,Front,17637,19639,0,2.5,F,4,Minimum,5353
702,5YFBURHE3HP725868,4000,2017,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,GRAY,Rear,32135,15835,8998,1.8,F,4,Pure,5821
703,5YFBURHE1HP682387,4950,2017,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,RED,Rear,16532,14288,10415,1.8,F,4,Minimum,3586
704,4T1BF1FK9HU454933,4650,2017,TOYOTA,CAMRY,Camry LE,SEDAN 4D,WHITE,Front,11296,18233,15147,2.5,F,4,Approval,4079
705,2T3ZFREV2HW376513,5100,2017,TOYOTA,RAV4 LE,RAV4 LE,4DR SPOR,BLUE,Front,20833,19568,13350,2.5,F,4,Minimum,3924
706,4T1BF1FK2HU336237,6600,2017,TOYOTA,CAMRY,Camry LE,SEDAN 4D,WHITE,Front,30494,16938,19754,2.5,F,4,Pure,4158
707,2T3DFREV0HW603448,10200,2017,TOYOTA,RAV4 LIMIT,RAV4 LIMIT,4DR SPOR,BLACK,Rear,18372,25914,19026,2.5,All,4,Pure,4937
708,5YFBURHE7HP581340,4050,2017,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,WHITE,Front,31815,13000,6936,1.8,F,4,Minimum,6809
709,2T1BURHE0HC848155,4650,2017,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,WHITE,Front,12775,14329,10591,1.8,F,4,Minimum,3612
710,4T1BF1FK6HU334488,7600,2017,TOYOTA,CAMRY,Camry LE,SEDAN 4D,WHITE,Front,51495,13317,12254,2.5,F,4,Pure,3924
711,4T1BF1FK8HU772025,5600,2017,TOYOTA,CAMRY,Camry LE,SEDAN 4D,BLACK,Front,48555,16239,13898,2.5,F,4,Pure,5457
712,5YFBURHE8HP737725,3750,2017,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,SILVER,Front,24776,12885,13047,1.8,F,4,Minimum,4417
713,2T1BURHE8HC829918,6400,2017,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,RED,Wear,48920,18500,0,1.8,F,4,Approval,3456
714,5YFBURHE5HP730294,6900,2017,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,SILVER,Rear,21813,13463,0,1.8,F,4,Minimum,4833
715,2T3DFREV4HW576058,10200,2017,TOYOTA,RAV4 LIMIT,RAV4 LIMIT,4DR SPOR,WHITE,Rear,37038,25417,22577,2.5,All,4,Minimum,5093
716,2T1BURHE4HC760161,3700,2017,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLACK,Side,59412,11112,8545,1.8,F,4,Minimum,6809
717,5YFBURHE8HP679597,5600,2017,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLUE,Side,28308,15320,0,1.8,F,4,Minimum,3429
718,JF1ZNAA17H8702292,5700,2017,TOYOTA,86 BASE,86 BASE,COUPE,SILVER,Front,18641,21268,0,2.0,R,4,Pure,4417
719,JTMRFREV7HJ113111,9000,2017,TOYOTA,RAV4 XLE,RAV4 XLE,4DR SPOR,RED,Side,32999,22004,23221,2.5,All,4,Minimum,4469
720,5YFBURHE4HP735700,4750,2017,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BURGUNDY,Rear,15356,14806,7796,1.8,F,4,Minimum,6185
721,5TDYZ3DC1HS791324,8300,2017,TOYOTA,SIENNA XLE,SIENNA XLE,SPORTS V,BLACK,Side,49769,27491,20566,3.5,F,6,Minimum,3975
722,2T1BURHE8HC824931,4250,2017,TOYOTA,COROLLA,COROLLA L,SEDAN 4D,BLUE,Front,12447,16311,11409,1.8,F,4,Pure,6452
723,5TFSZ5AN1HX068543,8700,2017,TOYOTA,TACOMA ACC,TACOMA ACC,CLUB CAB,GRAY,Front,15561,30218,17942,3.5,4x4,6,Pure,3716
724,4T1BF1FK8HU388102,5300,2017,TOYOTA,CAMRY,Camry LE,SEDAN 4D,SILVER,Front,58065,15925,21029,2.5,F,4,Pure,6552
725,JTMRFREV5HJ140016,9800,2017,TOYOTA,RAV4 XLE,RAV4 XLE,4DR SPOR,RED,Rear,32901,21350,18663,2.5,All,4,Pure,4262
726,5TDDZ3DC1HS181874,7300,2017,TOYOTA,SIENNA XLE,SIENNA XLE,SPORTS V,BLACK,Rear,23520,35345,0,3.5,All,6,Approval,6601
727,2T3WFREV3HW399401,9400,2017,TOYOTA,RAV4 XLE,RAV4 XLE,4DR SPOR,BURGUNDY,Front,18809,21475,0,2.5,F,4,Approval,6204
728,4T1BK1EBXHU243284,8300,2017,TOYOTA,AVALON,AVALON XLE,SEDAN 4D,SILVER,Rear,22829,32521,0,3.5,F,6,Approval,6393
729,4T1BF1FK2HU689285,4800,2017,TOYOTA,CAMRY,Camry LE,SEDAN 4D,GRAY,Front,29802,24961,0,2.5,F,4,Approval,6452
730,4T1BF1FK5HU814120,5800,2017,TOYOTA,CAMRY,Camry LE,SEDAN 4D,GRAY,Side,47098,14326,6593,2.5,F,4,Minimum,4002
731,3VW267AJ4GM302550,1950,2016,VOLKSWAGEN,JETTA,JETTA S,SEDAN 4D,GRAY,Front,27136,11621,0,1.4,F,4,Minimum,4521
732,WVGBV7AX3GW516712,3650,2016,VOLKSWAGEN,TIGUAN S,TIGUAN S,4DR SPOR,BLUE,Side,75192,14304,15874,2.0,All,4,Pure,2520
733,3VWD67AJ4GM316554,2750,2016,VOLKSWAGEN,JETTA,JETTA SE,SEDAN 4D,BLACK,Front,50444,12675,0,1.4,F,4,Minimum,3404
734,3VWD67AJ8GM244418,4050,2016,VOLKSWAGEN,JETTA,JETTA SE,SEDAN 4D,GRAY,Minor,81471,16800,0,1.4,F,4,Minimum,2936
735,WVGBV7AX8GW594306,4450,2016,VOLKSWAGEN,TIGUAN S,TIGUAN S,4DR SPOR,BLUE,Rear,39350,14336,13212,2.0,All,4,Minimum,3612
736,3VW267AJ9GM311356,2950,2016,VOLKSWAGEN,JETTA,JETTA S,SEDAN 4D,SILVER,Rear,16422,12090,3875,1.4,F,4,Pure,3820
737,3VWL07AJ5GM336051,3750,2016,VOLKSWAGEN,JETTA,JETTA SEL,SEDAN 4D,BLACK,Front,15725,16016,13332,1.8,F,4,Minimum,3040
738,3VWD17AJ0GM348433,2100,2016,VOLKSWAGEN,JETTA,JETTA SPOR,SEDAN 4D,WHITE,Front,96339,10136,6082,1.8,F,4,Pure,3456
739,1VWAS7A36GC024955,3850,2016,VOLKSWAGEN,PASSAT,PASSAT S,SEDAN 4D,BLUE,Rear,30293,12737,11076,1.8,F,4,Approval,2598
740,1VWBT7A34GC020193,5800,2016,VOLKSWAGEN,PASSAT,PASSAT SE,SEDAN 4D,GRAY,Front,28074,15723,8368,1.8,F,4,Minimum,3508
741,3VW267AJ1GM386990,1350,2016,VOLKSWAGEN,JETTA,JETTA S,SEDAN 4D,GRAY,Front,62408,9789,10953,1.4,F,4,Minimum,4521
742,3VW267AJXGM208494,1950,2016,VOLKSWAGEN,JETTA,JETTA S,SEDAN 4D,WHITE,Front,31115,11173,10014,1.4,F,4,Pure,2208
743,WVGAV7AX4GW583704,9200,2016,VOLKSWAGEN,TIGUAN S,TIGUAN S,4DR SPOR,BLACK,Under,16477,16036,6054,2.0,F,4,Minimum,2520
744,WVGJV7AX7GW080118,4750,2016,VOLKSWAGEN,TIGUAN COM,TIGUAN COM,4DR SPOR,BEIGE,Rear,62838,19608,20330,2.0,All,4,Approval,6289
745,WVGSV7AX4HK019712,6900,2017,VOLKSWAGEN,TIGUAN WOL,TIGUAN WOL,4DR SPOR,WHITE,Front,46219,16507,11856,2.0,All,4,Minimum,3975
746,WVGBV7AX8HK021009,4750,2017,VOLKSWAGEN,TIGUAN S,TIGUAN S,4DR SPOR,WHITE,Side,36874,14948,13905,2.0,All,4,Pure,5093
747,3VWL17AJ8HM297258,3900,2017,VOLKSWAGEN,JETTA,JETTA SEL,SEDAN 4D,BLACK,Front,46333,13386,9291,1.8,F,4,Pure,3975
748,3VWL17AJ2HM364002,4250,2017,VOLKSWAGEN,JETTA,JETTA SEL,SEDAN 4D,BLACK,Wear,25114,15727,12907,1.8,F,4,Pure,3533
749,WVGBV7AX0HK019643,5600,2017,VOLKSWAGEN,TIGUAN S,TIGUAN S,4DR SPOR,BLACK,Front,35078,15586,12393,2.0,All,4,Pure,3716
